,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Sober Selfie,"(('life', 'NN'), 10)","(('drugs', 'NNS'), 6)","(('feelings', 'NNS'), 5)","(('freedom', 'NN'), 5)","(('discomfort', 'NN'), 4)","(('years', 'NNS'), 4)","(('reward', 'NN'), 4)","(('charge', 'NN'), 4)","(('one', 'CD'), 4)","(('when', 'WRB'), 3)","(('what', 'WP'), 3)","(('recovery', 'NN'), 3)","(('using', 'VBG'), 3)","(('ride', 'NN'), 3)","(('time', 'NN'), 3)","(('able', 'JJ'), 3)","(('steps', 'NNS'), 3)","(('believing', 'VBG'), 2)","(('world', 'NN'), 2)","(('change', 'NN'), 2)"
Sobriety 101'r,"(('recovery', 'NN'), 13)","(('God', 'NNP'), 11)","(('way', 'NN'), 10)","(('when', 'WRB'), 10)","(('how', 'WRB'), 9)","(('coaster', 'NN'), 7)","(('new', 'JJ'), 7)","(('addiction', 'NN'), 7)","(('time', 'NN'), 7)","(('that', 'WDT'), 7)","(('life', 'NN'), 6)","(('sobriety', 'NN'), 6)","(('drugs', 'NNS'), 6)","(('steps', 'NNS'), 5)","(('things', 'NNS'), 5)","(('something', 'NN'), 5)","(('work', 'NN'), 5)","(('people', 'NNS'), 5)","(('what', 'WP'), 4)","(('drug', 'NN'), 4)"
Sobriety SOB＊r,"(('addict', 'NN'), 2)","(('drug', 'NN'), 2)","(('Debinger', 'NNP'), 2)","(('sob', 'JJ'), 1)","(('horizon', 'NN'), 1)","(('son', 'NN'), 1)","(('up', 'RP'), 1)","(('story', 'NN'), 1)","(('vicious', 'JJ'), 1)","(('day', 'NN'), 1)","(('looming', 'VBG'), 1)","(('threat', 'NN'), 1)","(('addiction', 'NN'), 1)","(('每', 'NN'), 1)","(('throes', 'NNS'), 1)","(('dependency', 'NN'), 1)","(('One', 'CD'), 1)","(('meanings', 'NNS'), 1)","(('power', 'NN'), 1)","(('low-life', 'JJ'), 1)"
Sobriety SOS＊r,"(('free', 'JJ'), 5)","(('life', 'NN'), 4)","(('recovery', 'NN'), 4)","(('help', 'NN'), 4)","(('that', 'WDT'), 4)","(('food', 'NN'), 4)","(('mood', 'NN'), 4)","(('able', 'JJ'), 3)","(('shit', 'NN'), 3)","(('how', 'WRB'), 3)","(('step', 'NN'), 3)","(('one', 'CD'), 3)","(('potential', 'JJ'), 2)","(('feeling', 'VBG'), 2)","(('Having', 'VBG'), 2)","(('direction', 'NN'), 2)","(('right', 'JJ'), 2)","(('things', 'NNS'), 2)","(('real', 'JJ'), 2)","(('least', 'JJS'), 2)"
Sobriety Soulmater,"(('life', 'NN'), 11)","(('drugs', 'NNS'), 11)","(('new', 'JJ'), 7)","(('slate', 'NN'), 7)","(('things', 'NNS'), 6)","(('friends', 'NNS'), 6)","(('clean', 'JJ'), 6)","(('abstinence', 'NN'), 5)","(('每', 'NNP'), 5)","(('only', 'JJ'), 5)","(('gratification', 'NN'), 5)","(('future', 'NN'), 5)","(('doing', 'VBG'), 4)","(('up', 'RP'), 4)","(('house', 'NN'), 4)","(('sobriety', 'NN'), 4)","(('how', 'WRB'), 4)","(('getting', 'VBG'), 4)","(('time', 'NN'), 4)","(('foundation', 'NN'), 4)"
Soul Controller,"(('that', 'WDT'), 7)","(('when', 'WRB'), 6)","(('life', 'NN'), 5)","(('control', 'NN'), 5)","(('news', 'NN'), 5)","(('bad', 'JJ'), 4)","(('triggers', 'NNS'), 4)","(('coaster', 'NN'), 3)","(('things', 'NNS'), 3)","(('everything', 'NN'), 3)","(('one', 'CD'), 3)","(('rid', 'JJ'), 2)","(('what', 'WP'), 2)","(('eye', 'NN'), 2)","(('healthy', 'JJ'), 2)","(('feeling', 'NN'), 2)","(('fun', 'NN'), 2)","(('feelings', 'NNS'), 2)","(('there', 'EX'), 2)","(('more', 'JJR'), 2)"
Soul Practitioner,"(('habits', 'NNS'), 5)","(('bad', 'JJ'), 4)","(('behavior', 'NN'), 2)","(('more', 'JJR'), 2)","(('means', 'NN'), 2)","(('busting', 'VBG'), 2)","(('stress', 'NN'), 1)","(('Meditation', 'NN'), 1)","(('task', 'NN'), 1)","(('engaged', 'VBN'), 1)","(('i.e', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('stripping', 'VBG'), 1)","(('finding', 'VBG'), 1)","(('Yoga', 'NN'), 1)","(('new', 'JJ'), 1)","(('repeating', 'VBG'), 1)","(('ways', 'NNS'), 1)","(('hand', 'NN'), 1)","(('drug-seeking', 'JJ'), 1)"
Soul Proprietor,"(('work', 'NN'), 3)","(('plans', 'NNS'), 3)","(('when', 'WRB'), 3)","(('time', 'NN'), 3)","(('saying', 'VBG'), 3)","(('rules', 'NNS'), 3)","(('why', 'WRB'), 2)","(('people', 'NNS'), 2)","(('what', 'WP'), 2)","(('best', 'JJS'), 2)","(('editing', 'VBG'), 2)","(('how', 'WRB'), 2)","(('high', 'JJ'), 2)","(('other', 'JJ'), 2)","(('importance', 'NN'), 2)","(('kids', 'NNS'), 2)","(('used', 'VBN'), 2)","(('more', 'JJR'), 2)","(('myself', 'NN'), 2)","(('more', 'RBR'), 2)"
Soul Surgeon,"(('anxiety', 'NN'), 5)","(('exiled', 'VBN'), 3)","(('soul', 'NN'), 3)","(('past', 'NN'), 2)","(('being', 'VBG'), 2)","(('more', 'JJR'), 2)","(('free', 'JJ'), 2)","(('care', 'NN'), 2)","(('misery', 'NN'), 2)","(('exiler', 'NN'), 2)","(('one', 'CD'), 2)","(('addiction', 'NN'), 2)","(('good', 'JJ'), 2)","(('direction', 'NN'), 1)","(('thought', 'NN'), 1)","(('band-aid', 'JJ'), 1)","(('anything', 'NN'), 1)","(('aspect', 'NN'), 1)","(('consequence', 'NN'), 1)","(('other', 'JJ'), 1)"
Soul Survivor,"(('God', 'NNP'), 3)","(('who', 'WP'), 3)","(('recovery', 'NN'), 3)","(('hole', 'NN'), 3)","(('gift', 'NN'), 2)","(('beliefs', 'NNS'), 2)","(('old', 'JJ'), 2)","(('new', 'JJ'), 2)","(('blessed', 'VBN'), 2)","(('down', 'RP'), 2)","(('what', 'WP'), 2)","(('long', 'JJ'), 2)","(('call', 'NN'), 2)","(('belief', 'NN'), 2)","(('certain', 'JJ'), 2)","(('due', 'JJ'), 2)","(('one', 'CD'), 2)","(('foods', 'NNS'), 2)","(('sole', 'NN'), 2)","(('wakeup', 'NN'), 2)"
Soul Synchronizer,"(('anger', 'NN'), 5)","(('God', 'NNP'), 4)","(('life', 'NN'), 3)","(('heart', 'NN'), 3)","(('peace', 'NN'), 3)","(('positive', 'JJ'), 3)","(('self', 'NN'), 3)","(('inner', 'JJ'), 3)","(('way', 'NN'), 3)","(('more', 'RBR'), 3)","(('locating', 'VBG'), 2)","(('kind', 'NN'), 2)","(('angry', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('best', 'JJS'), 2)","(('time', 'NN'), 2)","(('meditation', 'NN'), 2)","(('resentment', 'NN'), 2)","(('relapse', 'NN'), 2)","(('rules', 'NNS'), 2)"
Soul Tuner,"(('inventory', 'NN'), 5)","(('free', 'JJ'), 5)","(('when', 'WRB'), 5)","(('that', 'WDT'), 5)","(('food', 'NN'), 4)","(('life', 'NN'), 3)","(('What', 'WP'), 3)","(('depression', 'NN'), 3)","(('other', 'JJ'), 2)","(('today', 'NN'), 2)","((""'s"", 'POS'), 2)","(('while', 'NN'), 2)","(('programming', 'NN'), 2)","(('right', 'JJ'), 2)","(('things', 'NNS'), 2)","(('able', 'JJ'), 2)","(('issues', 'NNS'), 2)","(('how', 'WRB'), 2)","(('future', 'NN'), 2)","(('one', 'CD'), 2)"
Soul-itude ,"(('confessions', 'NNS'), 1)",,,,,,,,,,,,,,,,,,,
Soul-ution Finder,"(('problem', 'NN'), 9)","(('situation', 'NN'), 4)","(('anxiety', 'NN'), 3)","(('things', 'NNS'), 3)","(('solution', 'NN'), 3)","(('next', 'JJ'), 3)","(('more', 'JJR'), 3)","(('that', 'WDT'), 3)","(('something', 'NN'), 3)","(('thing', 'NN'), 3)","(('pain', 'NN'), 3)","(('focus', 'NN'), 2)","(('God', 'NNP'), 2)","(('doing', 'VBG'), 2)","(('when', 'WRB'), 2)","(('right', 'JJ'), 2)","(('normal', 'JJ'), 2)","(('idea', 'NN'), 2)","(('God＊s', 'NNP'), 2)","(('feelings', 'NNS'), 2)"
Soul-vation ,"(('God', 'NNP'), 3)","(('truth', 'NN'), 3)","(('more', 'RBR'), 2)","(('when', 'WRB'), 2)","(('one', 'CD'), 2)","(('support', 'NN'), 2)","(('addict', 'NN'), 2)","(('alcohol', 'NN'), 2)","(('way', 'NN'), 2)","(('help', 'NN'), 2)","(('bitter', 'JJ'), 2)","(('soul', 'NN'), 2)","(('that', 'WDT'), 2)","(('substances', 'NNS'), 2)","(('Requesting', 'VBG'), 2)","(('When', 'WRB'), 2)","(('food', 'NN'), 2)","(('sobriety', 'NN'), 1)","(('Today', 'NN'), 1)","(('told', 'VBN'), 1)"
Spiritual Conquest-ador,"(('soul', 'NN'), 4)","(('life', 'NN'), 3)","(('free', 'JJ'), 3)","(('been', 'VBN'), 3)","(('actions', 'NNS'), 2)","(('part', 'NN'), 2)","(('such', 'JJ'), 2)","(('wave', 'NN'), 2)","(('time', 'NN'), 2)","(('freedom', 'NN'), 2)","(('When', 'WRB'), 2)","(('thoughts', 'NNS'), 2)","(('how', 'WRB'), 2)","(('one', 'CD'), 2)","(('more', 'JJR'), 2)","(('good', 'JJ'), 2)","(('temptations', 'NNS'), 2)","(('Things', 'NNS'), 1)","(('thought', 'NN'), 1)","(('tiny', 'JJ'), 1)"
Stigma Stigmatizer,"(('addict', 'NN'), 5)","(('stigma', 'NN'), 3)","(('OA', 'NNP'), 3)","(('group', 'NN'), 2)","(('people', 'NNS'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)","(('recovering', 'VBG'), 2)","(('one', 'CD'), 2)","(('living', 'VBG'), 2)","(('role', 'NN'), 2)","(('life', 'NN'), 2)","(('entire', 'JJ'), 2)","(('recovery', 'NN'), 2)","((""'s"", 'POS'), 2)","(('more', 'JJR'), 2)","(('labels', 'NNS'), 2)","(('been', 'VBN'), 2)","(('hurling', 'VBG'), 1)","(('overeater', 'NN'), 1)"
Stigma Striker,"(('who', 'WP'), 5)","(('addict', 'NN'), 3)","(('recovery', 'NN'), 3)","(('addicts', 'NNS'), 3)","(('labels', 'NNS'), 2)","(('what', 'WP'), 2)","(('matter', 'NN'), 1)","(('perspective', 'NN'), 1)","(('surrounding', 'VBG'), 1)","(('first', 'JJ'), 1)","(('THING', 'NN'), 1)","(('ashamed', 'VBN'), 1)","(('other', 'JJ'), 1)","(('being', 'VBG'), 1)","(('hurt', 'NN'), 1)","(('alcoholic', 'JJ'), 1)","(('practicing', 'NN'), 1)","(('society', 'NN'), 1)","(('Being', 'VBG'), 1)","(('judge', 'NN'), 1)"
Stress Auditor,"(('stress', 'NN'), 4)","(('matter', 'NN'), 1)","(('much', 'JJ'), 1)","(('situation', 'NN'), 1)","(('clean', 'JJ'), 1)","(('recovery', 'NN'), 1)","(('vulnerable', 'JJ'), 1)","(('Relaxation', 'NNP'), 1)","(('Tackling', 'VBG'), 1)","(('soother', 'NN'), 1)","(('how', 'WRB'), 1)","(('relieves', 'NNS'), 1)","(('urge', 'NN'), 1)","(('sooths', 'POS'), 1)","(('effects', 'NNS'), 1)","(('Removing', 'VBG'), 1)","(('annoying', 'VBG'), 1)","(('that', 'WDT'), 1)","(('time', 'NN'), 1)","(('Stress', 'NN'), 1)"
Stress Striker,"(('news', 'NN'), 5)","(('bad', 'JJ'), 4)","(('when', 'WRB'), 2)","(('power', 'NN'), 2)","(('life', 'NN'), 2)","(('feelings', 'NNS'), 2)","(('matter', 'NN'), 1)","(('sobriety', 'NN'), 1)","(('much', 'JJ'), 1)","(('Today', 'NN'), 1)","(('something', 'NN'), 1)","(('shocking', 'VBG'), 1)","(('avoided', 'VBN'), 1)","(('recovery', 'NN'), 1)","(('negative', 'JJ'), 1)","(('receiving', 'VBG'), 1)","(('critical', 'JJ'), 1)","(('wisdom', 'NN'), 1)","(('how', 'WRB'), 1)","(('part', 'NN'), 1)"
Stress X＊r,"(('stress', 'NN'), 3)","(('triggers', 'NNS'), 3)","(('relationship', 'NN'), 2)","(('common', 'JJ'), 2)","(('trigger', 'NN'), 2)","(('most', 'RBS'), 2)","(('time', 'NN'), 2)","(('Stress', 'NN'), 2)","(('better', 'JJR'), 1)","(('Today', 'NN'), 1)","(('anything', 'NN'), 1)","(('and/or', 'RP'), 1)","(('points', 'NNS'), 1)","(('work', 'NN'), 1)","(('Between', 'NNP'), 1)","(('worst', 'JJS'), 1)","(('reasons', 'NNS'), 1)","(('life', 'NN'), 1)","(('one', 'CD'), 1)","(('getting', 'VBG'), 1)"
Summer Soulstace,"(('thoughts', 'NNS'), 3)","(('positive', 'JJ'), 3)","(('conducive', 'JJ'), 2)","(('rewards', 'NNS'), 2)","(('thinking', 'NN'), 2)","(('new', 'JJ'), 2)","(('encouraging', 'VBG'), 2)","(('self-confidence', 'NN'), 2)","(('way', 'NN'), 2)","(('day', 'NN'), 2)","(('recovery', 'NN'), 2)","(('helpful', 'JJ'), 2)","(('reinforcing', 'VBG'), 2)","(('own', 'JJ'), 2)","(('thankful', 'JJ'), 2)","(('ways', 'NNS'), 2)","(('progress', 'NN'), 1)","(('traveled', 'VBN'), 1)","(('that', 'WDT'), 1)","(('beliefs', 'JJ'), 1)"
Symbolic Stepper,"(('life', 'NN'), 8)","(('step', 'NN'), 6)","(('what', 'WP'), 5)","(('one', 'CD'), 5)","(('day', 'NN'), 5)","(('recovery', 'NN'), 4)","(('time', 'NN'), 4)","(('better', 'JJR'), 4)","(('today', 'NN'), 3)","(('clean', 'JJ'), 3)","(('when', 'WRB'), 3)","(('wins', 'NNS'), 3)","(('little', 'JJ'), 3)","(('using', 'VBG'), 3)","(('drugs', 'NNS'), 3)","(('matter', 'NN'), 3)","(('steps', 'NNS'), 3)","(('anything', 'NN'), 2)","(('thinking', 'NN'), 2)","(('doing', 'VBG'), 2)"
THOUGHTS / aware & examine,"(('thoughts', 'NNS'), 12)","(('when', 'WRB'), 9)","(('food', 'NN'), 8)","(('life', 'NN'), 7)","(('been', 'VBN'), 6)","(('way', 'NN'), 5)","(('free', 'JJ'), 4)","(('what', 'WP'), 4)","(('recovery', 'NN'), 4)","(('that', 'WDT'), 4)","(('drugs', 'NNS'), 4)","(('mind', 'NN'), 3)","(('thought', 'NN'), 3)","(('how', 'WRB'), 3)","(('old', 'JJ'), 3)","(('logical', 'JJ'), 3)","(('having', 'VBG'), 3)","(('decisions', 'NNS'), 3)","(('addiction', 'NN'), 3)","(('set', 'VBN'), 3)"
THOUGHTS / positivity,"(('that', 'WDT'), 14)","(('life', 'NN'), 11)","(('things', 'NNS'), 11)","(('thoughts', 'NNS'), 11)","(('negative', 'JJ'), 9)","(('positive', 'JJ'), 9)","(('When', 'WRB'), 7)","(('how', 'WRB'), 7)","(('time', 'NN'), 6)","(('what', 'WP'), 5)","(('addiction', 'NN'), 5)","(('important', 'JJ'), 5)","(('more', 'RBR'), 5)","(('being', 'VBG'), 4)","(('doing', 'VBG'), 4)","(('person', 'NN'), 4)","(('way', 'NN'), 4)","(('feelings', 'NNS'), 4)","(('recovery', 'NN'), 4)","(('new', 'JJ'), 4)"
Temperance Tester,"(('pot', 'NN'), 11)","(('addiction', 'NN'), 8)","(('easy', 'JJ'), 7)","(('good', 'JJ'), 5)","(('doing', 'VBG'), 4)","(('life', 'NN'), 4)","(('urge', 'NN'), 4)","(('one', 'CD'), 4)","(('what', 'WP'), 3)","(('when', 'WRB'), 3)","(('days', 'NNS'), 3)","(('time', 'NN'), 3)","(('moment', 'NN'), 3)","(('that', 'WDT'), 3)","(('thing', 'NN'), 3)","(('something', 'NN'), 3)","(('way', 'NN'), 3)","(('anything', 'NN'), 2)","(('being', 'VBG'), 2)","(('up', 'RP'), 2)"
Tender Feelings TBH＊r,"(('feelings', 'NNS'), 8)","(('much', 'JJ'), 3)","(('drugs', 'NNS'), 3)","(('what', 'WP'), 3)","(('being', 'VBG'), 2)","(('why', 'WRB'), 2)","(('ill', 'JJ'), 2)","(('withdrawals', 'NNS'), 2)","(('torch', 'NN'), 2)","(('how', 'WRB'), 2)","(('filtering', 'VBG'), 2)","(('nothing', 'NN'), 2)","(('anger', 'NN'), 2)","(('food', 'NN'), 2)","(('blinding', 'VBG'), 1)","(('abusing', 'VBG'), 1)","(('resentments', 'NNS'), 1)","(('clean', 'JJ'), 1)","(('anything', 'NN'), 1)","(('detoxing', 'NN'), 1)"
The Aggrava-shunner,"(('hostility', 'NN'), 4)","(('detox', 'NN'), 2)","(('people', 'NNS'), 2)","(('way', 'NN'), 2)","(('每', 'NN'), 2)","(('own', 'JJ'), 2)","(('situations', 'NNS'), 2)","(('that', 'WDT'), 2)","(('been', 'VBN'), 2)","(('couple', 'NN'), 2)","(('actions', 'NNS'), 1)","(('grip', 'NN'), 1)","(('hobby', 'NN'), 1)","(('nobody', 'NN'), 1)","(('problem', 'NN'), 1)","(('negative', 'JJ'), 1)","(('last', 'JJ'), 1)","(('judgments', 'NNS'), 1)","(('handler', 'NN'), 1)","(('there', 'EX'), 1)"
The Benefisher,"(('recovery', 'NN'), 4)","(('help', 'NN'), 4)","(('when', 'WRB'), 4)","(('sobriety', 'NN'), 2)","(('power', 'NN'), 2)","(('disease', 'NN'), 2)","(('program', 'NN'), 2)","(('share', 'NN'), 2)","(('people', 'NNS'), 2)","(('relapse', 'NN'), 2)","(('cravings', 'NNS'), 2)","(('there', 'EX'), 2)","(('personal', 'JJ'), 2)","(('higher', 'JJR'), 2)","(('catches', 'NNS'), 1)","(('that', 'WDT'), 1)","(('same', 'JJ'), 1)","(('clean', 'JJ'), 1)","(('story', 'NN'), 1)","(('rich', 'JJ'), 1)"
The Blessifier,"(('when', 'WRB'), 6)","(('program', 'NN'), 5)","(('share', 'NN'), 5)","(('clean', 'JJ'), 5)","(('life', 'NN'), 5)","(('miracle', 'NN'), 4)","(('recovery', 'NN'), 4)","(('that', 'WDT'), 4)","(('relapse', 'NN'), 4)","(('who', 'WP'), 3)","(('getting', 'VBG'), 3)","(('new', 'JJ'), 3)","(('sponsor', 'NN'), 3)","(('connections', 'NNS'), 3)","(('short', 'JJ'), 3)","(('day', 'NN'), 3)","(('working', 'VBG'), 2)","(('towards', 'NNS'), 2)","(('light', 'JJ'), 2)","(('lot', 'NN'), 2)"
The Blocksmither,"(('life', 'NN'), 2)","(('sobriety', 'NN'), 1)","(('more', 'RBR'), 1)","(('discomfort', 'NN'), 1)","(('out', 'RP'), 1)","(('nervous', 'JJ'), 1)","(('beverages', 'NNS'), 1)","(('issues', 'NNS'), 1)","(('health', 'NN'), 1)","(('which', 'WDT'), 1)","(('strategies', 'NNS'), 1)","(('yes', 'UH'), 1)","(('one', 'CD'), 1)","(('window', 'NN'), 1)","(('anything', 'NN'), 1)","(('Well', 'UH'), 1)","(('available', 'JJ'), 1)","(('spontaneity', 'NN'), 1)","(('sitting', 'VBG'), 1)","(('example', 'NN'), 1)"
The Control-aholic,"(('foods', 'NNS'), 3)","(('addictive', 'JJ'), 3)","(('plan', 'NN'), 3)","(('disease', 'NN'), 3)","(('chance', 'NN'), 3)","(('food', 'NN'), 3)","(('controlaholic', 'NN'), 2)","(('out', 'RP'), 2)","(('control', 'NN'), 2)","(('actions', 'NNS'), 1)","(('way', 'NN'), 1)","(('much', 'JJ'), 1)","(('cage', 'NN'), 1)","(('system', 'NN'), 1)","(('terms', 'NNS'), 1)","(('door', 'NN'), 1)","(('fighting', 'JJ'), 1)","(('better', 'JJR'), 1)","(('party', 'NN'), 1)","(('exact', 'JJ'), 1)"
The De-craverizer,"(('craving', 'VBG'), 2)","(('admitting', 'VBG'), 1)","(('drug', 'NN'), 1)","(('cravings', 'NNS'), 1)","(('strongest', 'JJS'), 1)","(('drugs', 'NNS'), 1)","(('body', 'NN'), 1)","(('mind', 'NN'), 1)","(('willingness', 'NN'), 1)","(('assets〞my', 'NN'), 1)",,,,,,,,,,
The De-stress-calator,"(('stress', 'NN'), 6)","(('what', 'WP'), 4)","(('things', 'NNS'), 4)","(('healthy', 'JJ'), 4)","(('time', 'NN'), 4)","(('many', 'JJ'), 4)","(('life', 'NN'), 3)","(('emotional', 'JJ'), 3)","(('when', 'WRB'), 3)","(('When', 'WRB'), 3)","(('much', 'JJ'), 3)","(('mental', 'JJ'), 3)","(('day', 'NN'), 3)","(('triggers', 'NNS'), 3)","(('Stress', 'NN'), 3)","(('physical', 'JJ'), 3)","(('finding', 'VBG'), 2)","(('confidence', 'NN'), 2)","(('ways', 'NNS'), 2)","(('interests', 'NNS'), 2)"
The Debinger,"(('up', 'RP'), 4)","(('sugar', 'NN'), 4)","(('being', 'VBG'), 3)","(('system', 'NN'), 3)","(('certain', 'JJ'), 3)","(('binge', 'NN'), 3)","(('recovery', 'NN'), 3)","(('when', 'WRB'), 2)","(('Candy', 'NNP'), 2)","(('addiction', 'NN'), 2)","(('excess', 'JJ'), 2)","(('where', 'WRB'), 2)","(('Debinger', 'NNP'), 2)","(('disease', 'NN'), 2)","(('honest', 'JJS'), 2)","(('getting', 'VBG'), 2)","(('addict', 'NN'), 2)","(('going', 'VBG'), 2)","(('drug', 'NN'), 2)","(('more', 'JJR'), 2)"
The Deblamer,"(('blame', 'NN'), 3)","(('things', 'NNS'), 3)","(('recovery', 'NN'), 2)","(('criticism', 'NN'), 2)","(('God', 'NNP'), 2)","(('matter', 'NN'), 1)","(('blamed', 'VBN'), 1)","(('behavior', 'NN'), 1)","(('cracks', 'NNS'), 1)","(('upon', 'JJ'), 1)","(('anything', 'NN'), 1)","(('down', 'RP'), 1)","(('opening', 'VBG'), 1)","(('negative', 'JJ'), 1)","(('addiction', 'NN'), 1)","(('behaviors', 'NNS'), 1)","(('what', 'WP'), 1)","(('how', 'WRB'), 1)","(('Who', 'WP'), 1)","(('Hell', 'NNP'), 1)"
The Defuriator,"(('that', 'WDT'), 2)","(('feeling', 'NN'), 2)","(('angry', 'JJ'), 2)","(('lucky', 'NN'), 1)","(('situation', 'NN'), 1)","(('emotion', 'NN'), 1)","(('scary', 'JJ'), 1)","(('triggers', 'NNS'), 1)","(('when', 'WRB'), 1)","(('Armed', 'VBN'), 1)","(('companions', 'NNS'), 1)","(('analysis', 'NN'), 1)","(('bit', 'NN'), 1)","(('self-regulate', 'JJ'), 1)","(('easiest', 'JJS'), 1)","(('real', 'JJ'), 1)","(('one', 'CD'), 1)","(('Defuriator', 'NNP'), 1)","(('overreacting', 'VBG'), 1)","(('getting', 'VBG'), 1)"
The Depre-shunner,"(('beautiful', 'JJ'), 2)","(('middle', 'JJ'), 1)","(('ground', 'NN'), 1)","(('recovery', 'NN'), 1)","(('misery', 'NN'), 1)","(('name', 'NN'), 1)","(('gold', 'NN'), 1)","(('own', 'JJ'), 1)","(('roof', 'NN'), 1)","(('gloom', 'NN'), 1)","(('Doom', 'NN'), 1)","(('MIS-', 'NNP'), 1)","(('happy', 'JJ'), 1)","(('transportation', 'NN'), 1)","(('There', 'EX'), 1)","(('camper', 'NN'), 1)","(('down', 'RP'), 1)","(('public', 'JJ'), 1)","(('focused', 'VBN'), 1)","(('church', 'NN'), 1)"
The Deshamer,"(('that', 'WDT'), 4)","(('pot', 'NN'), 3)","(('There', 'EX'), 3)","(('up', 'RP'), 2)","(('problems', 'NNS'), 2)","(('people', 'NNS'), 2)","(('emotions', 'NNS'), 2)","(('chemical', 'NN'), 2)","(('things', 'NNS'), 2)","(('time', 'NN'), 2)","(('chance', 'NN'), 2)","(('shame', 'NN'), 2)","(('excuse', 'NN'), 2)","(('urges', 'NNS'), 2)","(('there', 'EX'), 2)","(('much', 'JJ'), 1)","(('anything', 'NN'), 1)","(('condescending', 'NN'), 1)","(('options', 'NNS'), 1)","(('chat', 'NN'), 1)"
The Destigmatizer,"(('stigma', 'NN'), 4)","(('addicted', 'VBN'), 3)","(('associated', 'VBN'), 2)","(('able', 'JJ'), 2)","(('being', 'VBG'), 2)","(('lot', 'NN'), 2)","(('issue', 'NN'), 2)","(('每', 'NN'), 2)","(('common', 'JJ'), 2)","(('closest', 'JJS'), 2)","(('one', 'NN'), 2)","(('everyone', 'NN'), 2)","(('that', 'WDT'), 2)","(('friends', 'NNS'), 2)","(('thing', 'NN'), 2)","(('acceptable', 'JJ'), 1)","(('chance', 'NN'), 1)","(('good', 'JJ'), 1)","(('couples', 'NNS'), 1)","(('perspective', 'NN'), 1)"
The Dynamotivator,"(('motivation', 'NN'), 13)","(('addiction', 'NN'), 12)","(('recovery', 'NN'), 10)","(('drugs', 'NNS'), 9)","(('Today', 'NN'), 8)","(('up', 'RP'), 7)","(('life', 'NN'), 6)","(('problem', 'NN'), 6)","(('that', 'WDT'), 6)","(('new', 'JJ'), 5)","(('been', 'VBN'), 5)","(('day', 'NN'), 5)","(('who', 'WP'), 5)","(('things', 'NNS'), 5)","(('one', 'CD'), 5)","(('being', 'VBG'), 4)","(('going', 'VBG'), 4)","(('meter', 'NN'), 4)","(('time', 'NN'), 4)","(('change', 'NN'), 4)"
The Empathologist,"(('recovery', 'NN'), 8)","(('share', 'NN'), 6)","(('who', 'WP'), 5)","(('help', 'NN'), 5)","(('when', 'WRB'), 4)","(('person', 'NN'), 4)","(('others', 'NNS'), 4)","(('program', 'NN'), 3)","(('life', 'NN'), 3)","(('someone', 'NN'), 3)","(('that', 'WDT'), 3)","(('hand', 'NN'), 3)","(('people', 'NNS'), 3)","(('sponsor', 'NN'), 3)","(('problem', 'NN'), 3)","(('only', 'JJ'), 3)","(('way', 'NN'), 3)","(('addicts', 'NNS'), 3)","(('I＊m', 'NNP'), 2)","(('hug', 'NN'), 2)"
The First Amender,"(('amends', 'NNS'), 12)","(('making', 'VBG'), 6)","(('what', 'WP'), 5)","(('people', 'NNS'), 4)","(('that', 'WDT'), 4)","(('mistakes', 'NNS'), 3)","(('someone', 'NN'), 3)","(('step', 'NN'), 3)","(('past', 'JJ'), 3)","(('something', 'NN'), 3)","(('pain', 'NN'), 3)","(('who', 'WP'), 2)","(('things', 'NNS'), 2)","(('work', 'NN'), 2)","(('recovery', 'NN'), 2)","(('sharing', 'VBG'), 2)","(('steps', 'NNS'), 2)","(('done', 'VBN'), 2)","(('bothering', 'VBG'), 2)","(('much', 'JJ'), 1)"
The Flawbreaker,"(('vulnerable', 'JJ'), 3)","(('Relapse', 'NNP'), 2)","(('Today', 'NN'), 2)","(('recovery', 'NN'), 2)","(('beautiful', 'JJ'), 1)","(('comfort', 'NN'), 1)","(('deep', 'JJ'), 1)","(('etc', 'FW'), 1)","(('today', 'NN'), 1)","(('Feeling', 'VBG'), 1)","(('flaws', 'NNS'), 1)","(('doing', 'VBG'), 1)","(('happen', 'NN'), 1)","(('strong', 'JJ'), 1)","(('self', 'NN'), 1)","(('bridge', 'NN'), 1)","(('perfect', 'JJ'), 1)","(('Being', 'NNP'), 1)","(('zone', 'NN'), 1)","(('people', 'NNS'), 1)"
The Hopenotizer,"(('clean', 'JJ'), 4)","(('life', 'NN'), 2)","(('slate', 'NN'), 2)","(('more', 'JJR'), 1)","(('getting', 'VBG'), 1)","(('scared', 'JJ'), 1)","(('time', 'NN'), 1)","(('using', 'VBG'), 1)","(('fate', 'NN'), 1)","(('option', 'NN'), 1)","(('grateful', 'JJ'), 1)","(('running', 'VBG'), 1)","(('shot', 'NN'), 1)","(('other', 'JJ'), 1)","(('being', 'VBG'), 1)","(('ashamed', 'VBN'), 1)","(('§', 'NNP'), 1)","(('kicked', 'VBN'), 1)","(('nothing', 'NN'), 1)","(('future', 'NN'), 1)"
