,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Blessings Detector,"(('sobriety', 'NN'), 4)","(('how', 'WRB'), 4)","(('morning', 'NN'), 4)","(('focus', 'NN'), 3)","(('pain', 'NN'), 3)","(('beautiful', 'JJ'), 2)","(('being', 'VBG'), 2)","(('when', 'WRB'), 2)","(('worst', 'JJS'), 2)","(('life', 'NN'), 2)","(('getting', 'VBG'), 2)","(('drugs', 'NNS'), 2)","(('night', 'NN'), 2)","(('recovery', 'NN'), 2)","(('addiction', 'NN'), 2)","(('dope', 'NN'), 2)","(('brief', 'NN'), 1)","(('tenfold', 'JJ'), 1)","(('grip', 'NN'), 1)","(('first', 'JJ'), 1)"
Bliss Kisser,"(('things', 'NNS'), 7)","(('that', 'WDT'), 7)","(('slate', 'NN'), 7)","(('life', 'NN'), 6)","(('recovery', 'NN'), 6)","(('God', 'NNP'), 6)","(('when', 'WRB'), 5)","(('drugs', 'NNS'), 5)","(('love', 'NN'), 3)","(('When', 'WRB'), 3)","(('alcohol', 'NN'), 3)","(('there', 'EX'), 3)","(('thing', 'NN'), 3)","(('每', 'NNP'), 3)","(('clean', 'JJ'), 3)","(('time', 'NN'), 3)","(('way', 'NN'), 3)","(('food', 'NN'), 3)","(('beautiful', 'JJ'), 2)","(('anything', 'NN'), 2)"
Block Climber,"(('friends', 'NNS'), 4)","(('brick', 'NN'), 2)","(('huge', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('only', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('wall', 'NN'), 2)","(('inhibited', 'VBN'), 1)","(('walls', 'NNS'), 1)","(('situation', 'NN'), 1)","(('care', 'NN'), 1)","(('made', 'VBN'), 1)","(('miserable', 'JJ'), 1)","(('where', 'WRB'), 1)","(('connecions', 'NNS'), 1)","(('cracked', 'JJ'), 1)","(('erected', 'VBN'), 1)","(('When', 'WRB'), 1)","(('Life', 'NNP'), 1)","(('better', 'RBR'), 1)"
Blunder Blesser,"(('afraid', 'JJ'), 5)","(('something', 'NN'), 4)","(('people', 'NNS'), 3)","(('person', 'NN'), 3)","(('recovery', 'NN'), 3)","(('off', 'RP'), 3)","(('Relapse', 'NNP'), 2)","(('lightbulb', 'NN'), 2)","(('problem', 'NN'), 2)","(('urge', 'NN'), 2)","(('up', 'RP'), 2)","(('losing', 'VBG'), 2)","(('life', 'NN'), 2)","(('perfect', 'JJ'), 2)","(('10,000', 'CD'), 2)","(('things', 'NNS'), 2)","(('tough', 'JJ'), 2)","(('wave', 'NN'), 2)","(('great', 'JJ'), 2)","(('fear', 'NN'), 2)"
Brain Unchainer,"(('brain', 'NN'), 9)","(('drugs', 'NNS'), 7)","(('life', 'NN'), 6)","(('when', 'WRB'), 6)","(('mindset', 'NN'), 6)","(('more', 'RBR'), 6)","(('doing', 'VBG'), 5)","(('things', 'NNS'), 5)","(('new', 'JJ'), 5)","(('addiction', 'NN'), 5)","(('thoughts', 'NNS'), 5)","(('good', 'JJ'), 4)","(('mind', 'NN'), 4)","(('emotional', 'JJ'), 4)","(('what', 'WP'), 4)","(('ways', 'NNS'), 4)","(('endorphins', 'NNS'), 4)","(('healthy', 'JJ'), 4)","(('mental', 'JJ'), 4)","(('misery', 'NN'), 3)"
Braverade,"(('addiction', 'NN'), 8)","(('that', 'WDT'), 7)","(('who', 'WP'), 5)","(('time', 'NN'), 5)","(('life', 'NN'), 5)","(('things', 'NNS'), 4)","(('I＊m', 'NNP'), 4)","(('way', 'NN'), 4)","(('person', 'NN'), 3)","(('how', 'WRB'), 3)","(('positive', 'JJ'), 3)","((""'s"", 'POS'), 3)","(('Today', 'NN'), 3)","(('turkey', 'NN'), 3)","(('part', 'NN'), 3)","(('honesty', 'NN'), 2)","(('change', 'NN'), 2)","(('doing', 'VBG'), 2)","(('up', 'RP'), 2)","(('admitting', 'VBG'), 2)"
Breakthrough Brewer,"(('end', 'NN'), 4)","(('dead', 'JJ'), 4)","(('new', 'JJ'), 3)","(('temptations', 'NNS'), 1)","(('beginning', 'VBG'), 1)","(('ending', 'VBG'), 1)","(('Today', 'NN'), 1)","(('final', 'JJ'), 1)","(('Reaching', 'VBG'), 1)","(('using', 'VBG'), 1)","(('running', 'VBG'), 1)","(('finding', 'VBG'), 1)","(('moments', 'NNS'), 1)","(('direction', 'NN'), 1)","(('choices', 'NNS'), 1)","(('excuse', 'NN'), 1)","(('life', 'NN'), 1)","(('experiences', 'NNS'), 1)","(('everyday', 'JJ'), 1)","(('good', 'JJ'), 1)"
Brick Wall Bulldozer,"(('friends', 'NNS'), 4)","(('brick', 'NN'), 2)","(('huge', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('only', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('wall', 'NN'), 2)","(('inhibited', 'VBN'), 1)","(('walls', 'NNS'), 1)","(('situation', 'NN'), 1)","(('care', 'NN'), 1)","(('made', 'VBN'), 1)","(('miserable', 'JJ'), 1)","(('where', 'WRB'), 1)","(('connecions', 'NNS'), 1)","(('cracked', 'JJ'), 1)","(('erected', 'VBN'), 1)","(('When', 'WRB'), 1)","(('Life', 'NNP'), 1)","(('better', 'RBR'), 1)"
CLOSET CONFESSOR / Admit addiction,"(('addiction', 'NN'), 13)","(('excuses', 'NNS'), 11)","(('life', 'NN'), 9)","(('things', 'NNS'), 8)","(('who', 'WP'), 8)","(('more', 'JJR'), 7)","(('news', 'NN'), 7)","(('addict', 'NN'), 7)","(('problem', 'NN'), 7)","(('drugs', 'NNS'), 7)","(('what', 'WP'), 6)","(('feelings', 'NNS'), 5)","(('up', 'RP'), 5)","(('recovery', 'NN'), 5)","(('that', 'WDT'), 5)","(('food', 'NN'), 5)","(('bad', 'JJ'), 4)","(('other', 'JJ'), 4)","(('friends', 'NNS'), 4)","(('addicted', 'VBN'), 4)"
CLOSET CONFESSOR / Face truths,"(('addiction', 'NN'), 13)","(('years', 'NNS'), 10)","(('life', 'NN'), 8)","(('that', 'WDT'), 8)","(('recovery', 'NN'), 6)","(('been', 'VBN'), 6)","(('friends', 'NNS'), 6)","(('addict', 'NN'), 6)","(('damage', 'NN'), 6)","(('people', 'NNS'), 6)","(('few', 'JJ'), 5)","(('way', 'NN'), 5)","(('lot', 'NN'), 5)","(('when', 'WRB'), 5)","(('impulses', 'NNS'), 5)","(('being', 'VBG'), 4)","(('up', 'RP'), 4)","(('wrong', 'JJ'), 4)","(('someone', 'NN'), 4)","(('problem', 'NN'), 4)"
CLOSET CONFESSOR / Inventory,"(('inventory', 'NN'), 8)","(('drugs', 'NNS'), 6)","(('addiction', 'NN'), 6)","(('damage', 'NN'), 5)","(('vulnerable', 'JJ'), 4)","(('when', 'WRB'), 4)","(('When', 'WRB'), 4)","(('nothing', 'NN'), 4)","(('What', 'WP'), 4)","(('life', 'NN'), 3)","(('how', 'WRB'), 3)","(('out', 'RP'), 3)","(('personal', 'JJ'), 3)","(('cause', 'NN'), 3)","(('reason', 'NN'), 3)","(('root', 'NN'), 3)","(('lost', 'VBN'), 3)","(('better', 'JJR'), 3)","(('one', 'CD'), 3)","(('beliefs', 'NNS'), 2)"
CLOSET CONFESSOR / Share & support,"(('help', 'NN'), 9)","(('life', 'NN'), 8)","(('recovery', 'NN'), 8)","(('people', 'NNS'), 8)","(('who', 'WP'), 6)","(('when', 'WRB'), 6)","(('sponsor', 'NN'), 6)","(('damage', 'NN'), 5)","(('others', 'NNS'), 5)","(('how', 'WRB'), 5)","(('things', 'NNS'), 4)","(('drugs', 'NNS'), 4)","(('time', 'NN'), 4)","(('addiction', 'NN'), 4)","(('mind', 'NN'), 3)","(('sober', 'NN'), 3)","(('point', 'NN'), 3)","(('much', 'JJ'), 3)","(('able', 'JJ'), 3)","(('other', 'JJ'), 3)"
COMMITMENT knitter / above all else,"(('life', 'NN'), 6)","(('abstinence', 'NN'), 5)","(('doing', 'VBG'), 5)","(('that', 'WDT'), 5)","(('things', 'NNS'), 5)","(('pot', 'NN'), 4)","(('每', 'NN'), 4)","(('time', 'NN'), 4)","(('way', 'NN'), 4)","(('addiction', 'NN'), 4)","(('triggers', 'NNS'), 4)","(('most', 'JJS'), 3)","(('going', 'VBG'), 3)","(('drugs', 'NNS'), 3)","(('drug', 'NN'), 3)","(('nudity', 'NN'), 3)","(('two', 'CD'), 3)","(('detox', 'NN'), 2)","(('last', 'JJ'), 2)","(('up', 'RP'), 2)"
COMMITMENT knitter / abstinence confidence,"(('recovery', 'NN'), 5)","(('problem', 'NN'), 4)","(('time', 'NN'), 4)","(('program', 'NN'), 4)","(('being', 'VBG'), 3)","(('doing', 'VBG'), 3)","(('up', 'RP'), 3)","(('life', 'NN'), 3)","(('friends', 'NNS'), 3)","(('where', 'WRB'), 3)","(('meeting', 'NN'), 3)","(('lot', 'NN'), 3)","(('craving', 'NN'), 3)","(('doctor', 'NN'), 2)","(('night', 'NN'), 2)","(('decision', 'NN'), 2)","(('who', 'WP'), 2)","(('online', 'NN'), 2)","(('things', 'NNS'), 2)","(('house', 'NN'), 2)"
COMMITMENT knitter / celebrate,"(('step', 'NN'), 4)","(('shame', 'NN'), 3)","(('life', 'NN'), 3)","(('steps', 'NNS'), 3)","(('matter', 'NN'), 2)","(('drugs', 'NNS'), 2)","(('one', 'CD'), 2)","(('size', 'NN'), 2)","(('way', 'NN'), 2)","(('recovery', 'NN'), 2)","(('confidence', 'NN'), 2)","(('valued', 'VBN'), 1)","(('※large§', 'NN'), 1)","(('self-efficacy', 'NN'), 1)","(('memory', 'NN'), 1)","(('continuing', 'VBG'), 1)","(('refraining', 'VBG'), 1)","(('using', 'VBG'), 1)","(('believing', 'VBG'), 1)","(('journey', 'NN'), 1)"
COMMITMENT knitter / laziness & effort,"(('time', 'NN'), 9)","(('more', 'JJR'), 7)","(('life', 'NN'), 7)","(('when', 'WRB'), 5)","(('going', 'VBG'), 5)","(('that', 'WDT'), 5)","(('drugs', 'NNS'), 5)","(('what', 'WP'), 4)","(('things', 'NNS'), 4)","(('more', 'RBR'), 4)","(('something', 'NN'), 4)","(('lazy', 'JJ'), 4)","(('one', 'CD'), 4)","(('foundation', 'NN'), 4)","(('triggers', 'NNS'), 4)","(('being', 'VBG'), 3)","(('clock', 'NN'), 3)","(('nothing', 'NN'), 3)","(('high', 'JJ'), 3)","(('good', 'JJ'), 3)"
COMMITMENT knitter / to others,"(('try', 'NN'), 4)","(('plans', 'NNS'), 3)","(('time', 'NN'), 3)","(('best', 'JJS'), 2)","(('how', 'WRB'), 2)","(('people', 'NNS'), 2)","(('I＊d', 'NNP'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('much', 'JJ'), 1)","(('anything', 'NN'), 1)","(('today', 'NN'), 1)","(('impulsive', 'JJ'), 1)","(('mindset', 'NN'), 1)","(('plan', 'NN'), 1)","(('consideration', 'NN'), 1)","(('asked', 'VBN'), 1)","(('why', 'WRB'), 1)","(('long-term', 'JJ'), 1)","(('worst', 'JJS'), 1)"
Can＊t Cutter,"(('beliefs', 'NNS'), 2)","(('when', 'WRB'), 2)","(('using', 'VBG'), 1)","(('true', 'JJ'), 1)","(('anything', 'NN'), 1)","(('experience', 'NN'), 1)","(('carried', 'VBN'), 1)","(('mind', 'NN'), 1)","(('irrational', 'JJ'), 1)","(('other', 'JJ'), 1)","(('normal', 'JJ'), 1)","(('more', 'JJR'), 1)","(('dealing', 'VBG'), 1)","(('clean', 'JJ'), 1)","(('dope', 'NN'), 1)","(('idea', 'NN'), 1)","(('instance', 'NN'), 1)","(('faith', 'NN'), 1)","(('recovery', 'NN'), 1)","(('something', 'NN'), 1)"
Challenge Ninja,"(('life', 'NN'), 11)","(('that', 'WDT'), 8)","(('addiction', 'NN'), 8)","(('one', 'CD'), 8)","(('challenges', 'NNS'), 6)","(('challenge', 'NN'), 5)","(('when', 'WRB'), 5)","(('how', 'WRB'), 5)","(('out', 'RP'), 4)","(('up', 'RP'), 4)","(('what', 'WP'), 4)","(('room', 'NN'), 4)","(('conflict', 'NN'), 4)","(('pot', 'NN'), 4)","(('Today', 'NN'), 4)","(('way', 'NN'), 4)","(('anything', 'NN'), 3)","(('change', 'NN'), 3)","(('doing', 'VBG'), 3)","(('I＊m', 'NNP'), 3)"
Cold Turkey Taster,"(('life', 'NN'), 9)","(('drugs', 'NNS'), 7)","(('going', 'VBG'), 5)","(('way', 'NN'), 5)","(('turkey', 'NN'), 4)","(('when', 'WRB'), 3)","(('doing', 'VBG'), 3)","(('friends', 'NNS'), 3)","(('When', 'WRB'), 3)","(('house', 'NN'), 3)","(('clean', 'JJ'), 3)","(('sobriety', 'NN'), 3)","(('down', 'RP'), 3)","(('cold', 'JJ'), 3)","(('detox', 'NN'), 2)","(('fighting', 'JJ'), 2)","(('last', 'JJ'), 2)","(('bit', 'NN'), 2)","(('term', 'NN'), 2)","(('decision', 'NN'), 2)"
Compassion Moonlighter,"(('feelings', 'NNS'), 5)","(('suppressing', 'VBG'), 2)","(('actions', 'NNS'), 1)","(('more', 'JJR'), 1)","(('diarrhea', 'NN'), 1)","(('mouth', 'NN'), 1)","(('mine', 'JJ'), 1)","(('care', 'NN'), 1)","(('emotions', 'NNS'), 1)","(('how', 'WRB'), 1)","(('else＊s', 'JJ'), 1)","(('※honest', 'JJS'), 1)","(('today', 'NN'), 1)","(('gaining', 'VBG'), 1)","(('anyone', 'NN'), 1)","(('things', 'NNS'), 1)","(('up', 'RP'), 1)","(('ounce', 'NN'), 1)","(('someone', 'NN'), 1)","(('great', 'JJ'), 1)"
Compassion Weaver,"(('someone', 'NN'), 4)","(('how', 'WRB'), 4)","(('what', 'WP'), 3)","(('way', 'NN'), 3)","(('something', 'NN'), 3)","(('drugs', 'NNS'), 2)","(('hopeless', 'JJ'), 2)","(('life', 'NN'), 2)","(('hug', 'NN'), 2)","(('hopelessness', 'NN'), 2)","(('problem', 'NN'), 2)","(('own', 'JJ'), 2)","(('call', 'NN'), 2)","(('return', 'NN'), 2)","(('only', 'JJ'), 2)","(('person', 'NN'), 2)","(('phone', 'NN'), 2)","(('steps', 'NNS'), 2)","(('detox', 'NN'), 1)","(('anything', 'NN'), 1)"
Compulsion KO＊r,"(('addiction', 'NN'), 12)","(('control', 'NN'), 10)","(('that', 'WDT'), 10)","(('impulses', 'NNS'), 10)","(('urge', 'NN'), 9)","(('life', 'NN'), 8)","(('easy', 'JJ'), 8)","(('pot', 'NN'), 8)","(('when', 'WRB'), 7)","(('good', 'JJ'), 7)","(('recovery', 'NN'), 6)","(('urges', 'NNS'), 6)","(('something', 'NN'), 6)","(('disease', 'NN'), 5)","(('bad', 'JJ'), 5)","(('one', 'CD'), 5)","(('up', 'RP'), 4)","(('When', 'WRB'), 4)","(('how', 'WRB'), 4)","(('addictive', 'JJ'), 4)"
Confidence Caffeinator,"(('life', 'NN'), 6)","(('who', 'WP'), 3)","(('what', 'WP'), 3)","(('when', 'WRB'), 3)","(('drugs', 'NNS'), 3)","(('respect', 'NN'), 3)","(('misery', 'NN'), 3)","(('recovery', 'NN'), 3)","(('way', 'NN'), 3)","(('situation', 'NN'), 2)","(('believing', 'VBG'), 2)","(('care', 'NN'), 2)","(('strong', 'JJ'), 2)","(('When', 'WRB'), 2)","(('clean', 'JJ'), 2)","(('people', 'NNS'), 2)","(('side', 'NN'), 2)","(('years', 'NNS'), 2)","(('where', 'WRB'), 2)","(('labels', 'NNS'), 2)"
Confidence Colonizer,"(('things', 'NNS'), 5)","(('new', 'JJ'), 4)","(('life', 'NN'), 4)","(('right', 'JJ'), 3)","(('time', 'NN'), 3)","(('sobriety', 'NN'), 3)","(('shame', 'NN'), 3)","(('thoughts', 'NNS'), 2)","(('progress', 'NN'), 2)","(('today', 'NN'), 2)","(('hardships', 'NNS'), 2)","(('old', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('behaviors', 'NNS'), 2)","(('way', 'NN'), 2)","(('replacing', 'VBG'), 2)","(('motivations', 'NNS'), 2)","(('recovery', 'NN'), 2)","(('exploring', 'VBG'), 2)","(('going', 'VBG'), 2)"
Conflict Connoisseur,"(('conflict', 'NN'), 12)","(('how', 'WRB'), 5)","(('emotions', 'NNS'), 5)","(('people', 'NNS'), 3)","(('reacting', 'VBG'), 3)","(('when', 'WRB'), 3)","(('avoiding', 'VBG'), 3)","(('way', 'NN'), 3)","(('more', 'JJR'), 3)","(('something', 'NN'), 3)","(('There', 'EX'), 2)","(('world', 'NN'), 2)","(('jealous', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('life', 'NN'), 2)","(('anyone', 'NN'), 2)","(('problems', 'NNS'), 2)","(('important', 'JJ'), 2)","(('right', 'JJ'), 2)","(('addiction', 'NN'), 2)"
Controller Coaster,"(('control', 'NN'), 8)","(('life', 'NN'), 7)","(('things', 'NNS'), 4)","(('that', 'WDT'), 4)","(('good', 'JJ'), 4)","(('what', 'WP'), 3)","(('way', 'NN'), 3)","(('easier', 'JJR'), 3)","(('out', 'RP'), 3)","(('addiction', 'NN'), 3)","(('coaster', 'NN'), 3)","(('detox', 'NN'), 2)","(('idea', 'NN'), 2)","(('how', 'WRB'), 2)","(('cravings', 'NNS'), 2)","(('foods', 'NNS'), 2)","(('hanging', 'VBG'), 2)","(('sense', 'NN'), 2)","(('everything', 'NN'), 2)","(('drop', 'NN'), 2)"
Cosmic Ray Receiver,"(('recovery', 'NN'), 4)","(('God', 'NNP'), 4)","(('changes', 'NNS'), 3)","(('today', 'NN'), 3)","(('up', 'RP'), 3)","(('that', 'WDT'), 3)","(('foods', 'NNS'), 2)","(('when', 'WRB'), 2)","(('true', 'JJ'), 2)","(('past', 'JJ'), 2)","(('most', 'RBS'), 2)","(('difficult', 'JJ'), 2)","(('power', 'NN'), 2)","(('there', 'EX'), 2)","(('higher', 'JJR'), 2)","(('catches', 'NNS'), 1)","(('What＊s', 'NNP'), 1)","(('same', 'JJ'), 1)","(('anything', 'NN'), 1)","(('negative', 'JJ'), 1)"
Courage Commander,"(('going', 'VBG'), 10)","(('things', 'NNS'), 4)","(('how', 'WRB'), 4)","(('cravings', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('Today', 'NN'), 4)","(('life', 'NN'), 3)","(('amends', 'NNS'), 3)","(('doing', 'VBG'), 3)","(('that', 'WDT'), 3)","(('comfortable', 'JJ'), 3)","(('scary', 'JJ'), 3)","(('one', 'CD'), 3)","(('being', 'VBG'), 2)","(('today', 'NN'), 2)","(('Making', 'VBG'), 2)","(('I＊m', 'NNP'), 2)","(('list', 'NN'), 2)","(('demons', 'NNS'), 2)","(('who', 'WP'), 2)"
Craver Saver / Braver,"(('cravings', 'NNS'), 20)","(('that', 'WDT'), 13)","(('craving', 'NN'), 12)","(('something', 'NN'), 6)","(('Cravings', 'NNS'), 6)","(('things', 'NNS'), 5)","(('up', 'RP'), 5)","(('addiction', 'NN'), 5)","(('being', 'VBG'), 4)","(('what', 'WP'), 4)","(('power', 'NN'), 4)","(('time', 'NN'), 4)","(('when', 'WRB'), 3)","(('life', 'NN'), 3)","(('how', 'WRB'), 3)","(('bad', 'JJ'), 3)","(('more', 'JJR'), 3)","(('little', 'JJ'), 3)","(('place', 'NN'), 3)","(('body', 'NN'), 3)"
Craverade,"(('impulses', 'NNS'), 7)","(('life', 'NN'), 4)","(('what', 'WP'), 3)","(('craving', 'NN'), 3)","(('able', 'JJ'), 2)","(('other', 'JJ'), 2)","(('urge', 'NN'), 2)","(('option', 'NN'), 2)","(('been', 'VBN'), 2)","(('people', 'NNS'), 2)","(('only', 'JJ'), 2)","(('mind', 'NN'), 2)","(('power', 'NN'), 2)","(('stronger', 'JJR'), 2)","(('Cravings', 'NNS'), 2)","(('time', 'NN'), 2)","(('control', 'NN'), 2)","(('Today', 'NN'), 2)","(('how', 'WRB'), 2)","(('one', 'CD'), 2)"
Cravings 101'r,"(('when', 'WRB'), 7)","(('cravings', 'NNS'), 7)","(('one', 'CD'), 5)","(('When', 'WRB'), 4)","(('disease', 'NN'), 4)","(('that', 'WDT'), 4)","(('pot', 'NN'), 4)","(('addiction', 'NN'), 4)","(('doing', 'VBG'), 3)","(('things', 'NNS'), 3)","(('easier', 'JJR'), 3)","(('day', 'NN'), 3)","(('food', 'NN'), 3)","(('same', 'JJ'), 2)","(('position', 'NN'), 2)","(('healthy', 'JJ'), 2)","(('foods', 'NNS'), 2)","(('good', 'JJ'), 2)","(('nothing', 'NN'), 2)","(('everything', 'NN'), 2)"
Crisis Catapulter,"(('when', 'WRB'), 6)","(('problem', 'NN'), 3)","(('negative', 'JJ'), 3)","(('system', 'NN'), 3)","(('problems', 'NNS'), 3)","(('sugar', 'NN'), 3)","(('going', 'VBG'), 3)","(('middle', 'JJ'), 2)","(('name', 'NN'), 2)","(('other', 'JJ'), 2)","(('thoughts', 'NNS'), 2)","(('up', 'RP'), 2)","(('life', 'NN'), 2)","(('focusing', 'VBG'), 2)","(('people', 'NNS'), 2)","(('things', 'NNS'), 2)","(('binge', 'NN'), 2)","(('excess', 'JJ'), 2)","(('When', 'WRB'), 2)","(('certain', 'JJ'), 2)"
Crisis Cracker,"(('challenges', 'NNS'), 5)","(('room', 'NN'), 4)","(('one', 'CD'), 4)","(('life', 'NN'), 3)","(('when', 'WRB'), 3)","(('challenge', 'NN'), 3)","(('It＊s', 'NNP'), 3)","(('problem', 'NN'), 2)","(('out', 'RP'), 2)","(('problems', 'NNS'), 2)","(('been', 'VBN'), 2)","(('up', 'RP'), 2)","(('lot', 'NN'), 2)","(('ninja', 'NN'), 2)","(('trying', 'VBG'), 2)","(('next', 'JJ'), 1)","(('sobriety', 'NN'), 1)","(('light', 'NN'), 1)","(('Challenge', 'NNP'), 1)","(('anything', 'NN'), 1)"
Daily Daisy Spotter,"(('something', 'NN'), 3)","(('lightbulb', 'NN'), 2)","(('problem', 'NN'), 2)","(('tolerance', 'NN'), 2)","(('10,000', 'CD'), 2)","(('drinking', 'VBG'), 1)","(('Edison', 'NNP'), 1)","(('better', 'JJR'), 1)","(('career', 'NN'), 1)","(('silver', 'NN'), 1)","(('gift', 'NN'), 1)","(('white', 'JJ'), 1)","(('People', 'NNS'), 1)","(('path', 'NN'), 1)","(('Problems', 'NNPS'), 1)","(('how', 'WRB'), 1)","(('preferring', 'VBG'), 1)","(('ways', 'NNS'), 1)","(('failing', 'VBG'), 1)","(('it＊s', 'JJ'), 1)"
Damage Detective,"(('life', 'NN'), 9)","(('been', 'VBN'), 7)","(('that', 'WDT'), 6)","(('things', 'NNS'), 5)","(('damage', 'NN'), 5)","(('people', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('more', 'JJR'), 4)","(('years', 'NNS'), 3)","(('pot', 'NN'), 3)","(('wife', 'NN'), 3)","(('consequences', 'NNS'), 3)","(('actions', 'NNS'), 3)","(('where', 'WRB'), 3)","(('others', 'NNS'), 3)","(('system', 'NN'), 2)","(('being', 'VBG'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('how', 'WRB'), 2)"
Damage Doctor,"(('damage', 'NN'), 16)","(('life', 'NN'), 10)","(('drugs', 'NNS'), 9)","(('addiction', 'NN'), 9)","(('brain', 'NN'), 8)","(('doing', 'VBG'), 7)","(('things', 'NNS'), 7)","(('lot', 'NN'), 6)","(('每', 'NN'), 6)","(('years', 'NNS'), 5)","(('been', 'VBN'), 5)","(('disease', 'NN'), 5)","(('going', 'VBG'), 5)","(('done', 'VBN'), 5)","(('good', 'JJ'), 4)","(('mind', 'NN'), 4)","(('who', 'WP'), 4)","(('what', 'WP'), 4)","(('endorphins', 'NNS'), 4)","(('out', 'RP'), 4)"
Danger Ranger,"(('foods', 'NNS'), 4)","(('conflict', 'NN'), 4)","(('home', 'NN'), 4)","(('anyone', 'NN'), 3)","(('danger', 'NN'), 3)","(('way', 'NN'), 3)","(('up', 'RP'), 3)","(('cream', 'NN'), 2)","(('head', 'NN'), 2)","(('avoiding', 'VBG'), 2)","(('life', 'NN'), 2)","(('times', 'NNS'), 2)","(('where', 'WRB'), 2)","(('wrong', 'JJ'), 2)","(('delusion', 'NN'), 2)","(('friends', 'NNS'), 2)","(('ice', 'NN'), 2)","(('addiction', 'NN'), 2)","(('how', 'WRB'), 2)","(('one', 'CD'), 2)"
Dead End Defier ,"(('life', 'NN'), 13)","(('drugs', 'NNS'), 12)","(('change', 'NN'), 7)","(('new', 'JJ'), 7)","(('clean', 'JJ'), 6)","(('demons', 'NNS'), 5)","(('when', 'WRB'), 5)","(('friends', 'NNS'), 5)","(('that', 'WDT'), 5)","(('out', 'RP'), 5)","(('people', 'NNS'), 5)","(('first', 'JJ'), 5)","(('time', 'NN'), 5)","(('money', 'NN'), 5)","(('dependency', 'NN'), 4)","(('whole', 'JJ'), 4)","(('gas', 'NN'), 4)","(('thing', 'NN'), 4)","(('much', 'JJ'), 4)","(('dead', 'JJ'), 4)"
Dead End Deluder,"(('life', 'NN'), 10)","(('drugs', 'NNS'), 7)","(('up', 'RP'), 6)","(('more', 'JJR'), 5)","(('more', 'RBR'), 5)","(('night', 'NN'), 4)","(('years', 'NNS'), 4)","(('clean', 'JJ'), 4)","(('day', 'NN'), 4)","(('who', 'WP'), 3)","(('last', 'JJ'), 3)","(('``', '``'), 3)","(('been', 'VBN'), 3)","(('using', 'VBG'), 3)","(('poor', 'JJ'), 3)","(('where', 'WRB'), 3)","(('addiction', 'NN'), 3)","(('time', 'NN'), 3)","(('autopilot', 'NN'), 3)","(('how', 'WRB'), 3)"
Deep Down Diver,"(('life', 'NN'), 11)","(('addiction', 'NN'), 11)","(('that', 'WDT'), 10)","(('things', 'NNS'), 9)","(('others', 'NNS'), 9)","(('what', 'WP'), 8)","(('there', 'EX'), 8)","(('recovery', 'NN'), 7)","(('been', 'VBN'), 7)","(('layers', 'NNS'), 6)","(('vulnerable', 'JJ'), 6)","(('when', 'WRB'), 5)","(('每', 'NN'), 5)","(('When', 'WRB'), 5)","(('drugs', 'NNS'), 5)","(('time', 'NN'), 4)","(('What', 'WP'), 4)","(('years', 'NNS'), 4)","(('food', 'NN'), 4)","(('why', 'WRB'), 4)"
Deluge Refuge,"(('day', 'NN'), 3)","(('much', 'JJ'), 2)","(('problem', 'NN'), 2)","(('done', 'VBN'), 2)","(('activities', 'NNS'), 2)","(('I＊ll', 'NNP'), 2)","(('when', 'WRB'), 2)","(('things', 'NNS'), 2)","(('everything', 'NN'), 2)","(('least', 'JJS'), 1)","(('boredom', 'NN'), 1)","(('adjustments', 'NNS'), 1)","(('isn＊t', 'NN'), 1)","(('mole', 'NN'), 1)","(('award', 'NN'), 1)","(('putting', 'VBG'), 1)","(('Appointments', 'NNS'), 1)","(('full', 'JJ'), 1)","(('tos', 'VBN'), 1)","(('one', 'CD'), 1)"
Delusion Detector,"(('addiction', 'NN'), 9)","(('life', 'NN'), 8)","(('time', 'NN'), 8)","(('friends', 'NNS'), 7)","(('when', 'WRB'), 6)","(('things', 'NNS'), 5)","(('When', 'WRB'), 5)","(('pot', 'NN'), 5)","(('easy', 'JJ'), 5)","(('that', 'WDT'), 5)","(('benefits', 'NNS'), 5)","(('detox', 'NN'), 4)","(('I＊m', 'NNP'), 4)","(('delusion', 'NN'), 4)","(('good', 'JJ'), 4)","(('first', 'JJ'), 4)","(('better', 'JJR'), 4)","(('up', 'RP'), 3)","(('coaster', 'NN'), 3)","(('what', 'WP'), 3)"
