,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Self awareness / habits & behavior,"(('I', 'PRP'), 118)","(('my', 'PRP$'), 46)","(('me', 'PRP'), 23)","(('it', 'PRP'), 22)","(('was', 'VBD'), 16)","(('have', 'VBP'), 15)","(('is', 'VBZ'), 14)","(('not', 'RB'), 12)","(('be', 'VB'), 9)","(('are', 'VBP'), 9)","(('they', 'PRP'), 9)","(('myself', 'PRP'), 9)","(('that', 'WDT'), 9)","(('can', 'MD'), 9)","(('had', 'VBD'), 8)","(('triggers', 'NNS'), 8)","(('go', 'VB'), 7)","(('when', 'WRB'), 7)","(('way', 'NN'), 7)","(('things', 'NNS'), 7)"
Serenity Simulator,"(('I', 'PRP'), 11)","(('my', 'PRP$'), 6)","(('peace', 'NN'), 4)","(('things', 'NNS'), 4)","(('inner', 'JJ'), 4)","(('life', 'NN'), 3)","(('When', 'WRB'), 3)","(('go', 'VB'), 2)","(('not', 'RB'), 2)","(('was', 'VBD'), 2)","(('find', 'VB'), 2)","(('do', 'VBP'), 2)","(('self-esteem', 'JJ'), 2)","(('control', 'VB'), 2)","(('way', 'NN'), 2)","(('has', 'VBZ'), 2)","(('get', 'VBP'), 1)","(('amount', 'NN'), 1)","(('aspect', 'NN'), 1)","(('using', 'VBG'), 1)"
Serenity Soulmater,"(('I', 'PRP'), 44)","(('my', 'PRP$'), 30)","(('was', 'VBD'), 9)","(('have', 'VBP'), 7)","(('am', 'VBP'), 6)","(('me', 'PRP'), 6)","(('is', 'VBZ'), 6)","(('now', 'RB'), 5)","(('today', 'NN'), 5)","(('free', 'JJ'), 4)","(('how', 'WRB'), 4)","(('soul', 'NN'), 4)","(('peace', 'NN'), 4)","(('inner', 'JJ'), 3)","(('life', 'NN'), 3)","(('such', 'JJ'), 3)","(('myself', 'PRP'), 3)","(('self', 'NN'), 3)","(('meditation', 'NN'), 3)","(('recovery', 'NN'), 3)"
Shame X＊r,"(('I', 'PRP'), 6)","(('am', 'VBP'), 3)","(('things', 'NNS'), 3)","(('being', 'VBG'), 2)","(('still', 'RB'), 2)","(('it', 'PRP'), 2)","(('who', 'WP'), 2)","(('I＊ve', 'NNP'), 2)","(('done', 'VBN'), 2)","(('get', 'VB'), 1)","(('human', 'NN'), 1)","(('represent', 'NN'), 1)","(('not', 'RB'), 1)","(('they', 'PRP'), 1)","(('acted', 'VBD'), 1)","(('embarrassed', 'VBN'), 1)","(('was', 'VBD'), 1)","(('can', 'MD'), 1)","(('helps', 'VBZ'), 1)","(('today', 'NN'), 1)"
Shamenesia,"(('I', 'PRP'), 3)","(('shame', 'NN'), 3)","(('way', 'NN'), 2)","(('not', 'RB'), 2)","(('you', 'PRP'), 2)","(('Maybe', 'RB'), 2)","(('my', 'PRP$'), 2)","(('is', 'VBZ'), 1)","(('do', 'VBP'), 1)","(('something', 'NN'), 1)","(('shameless', 'RB'), 1)","(('memory', 'NN'), 1)","(('someone', 'NN'), 1)","(('else', 'RB'), 1)","(('so', 'RB'), 1)","(('doing', 'VBG'), 1)","(('feel', 'VBP'), 1)","(('like', 'VBP'), 1)","(('每', 'NN'), 1)","(('back', 'NN'), 1)"
Should Shover,"(('I', 'PRP'), 5)","(('my', 'PRP$'), 5)","(('life', 'NN'), 3)","(('things', 'NNS'), 3)","(('control', 'VB'), 2)","(('go', 'VB'), 2)","(('way', 'NN'), 2)","(('amount', 'NN'), 1)","(('aspect', 'NN'), 1)","(('much', 'JJ'), 1)","(('do', 'VB'), 1)","(('didn＊t', 'VBP'), 1)","(('serenity', 'NN'), 1)","(('liberal', 'JJ'), 1)","(('again', 'RB'), 1)","(('apply', 'VB'), 1)","(('Letting', 'VBG'), 1)","(('make', 'VB'), 1)","(('shouldn＊t', 'VB'), 1)","(('harder', 'NN'), 1)"
Situation Unscrewer,"(('I', 'PRP'), 24)","(('my', 'PRP$'), 6)","(('them', 'PRP'), 5)","(('situations', 'NNS'), 5)","(('myself', 'PRP'), 4)","(('what', 'WP'), 4)","(('how', 'WRB'), 4)","(('don＊t', 'VBP'), 4)","(('have', 'VBP'), 3)","(('are', 'VBP'), 3)","(('be', 'VB'), 3)","(('emotions', 'NNS'), 3)","(('someone', 'NN'), 3)","(('learning', 'VBG'), 3)","(('is', 'VBZ'), 3)","(('people', 'NNS'), 3)","(('tolerate', 'VB'), 3)","(('was', 'VBD'), 2)","(('can', 'MD'), 2)","(('am', 'VBP'), 2)"
Sober Milestoner,"(('I', 'PRP'), 29)","(('my', 'PRP$'), 17)","(('was', 'VBD'), 9)","(('is', 'VBZ'), 8)","(('it', 'PRP'), 8)","(('myself', 'PRP'), 6)","(('life', 'NN'), 6)","(('me', 'PRP'), 6)","(('one', 'CD'), 6)","(('day', 'NN'), 6)","(('when', 'WRB'), 5)","(('milestones', 'NNS'), 5)","(('be', 'VB'), 4)","(('were', 'VBD'), 4)","(('step', 'NN'), 4)","(('steps', 'NNS'), 4)","(('beginning', 'NN'), 3)","(('they', 'PRP'), 3)","(('would', 'MD'), 3)","(('time', 'NN'), 3)"
Sober Selfie,"(('I', 'PRP'), 57)","(('my', 'PRP$'), 26)","(('is', 'VBZ'), 10)","(('life', 'NN'), 10)","(('was', 'VBD'), 10)","(('it', 'PRP'), 9)","(('you', 'PRP'), 8)","(('am', 'VBP'), 8)","(('can', 'MD'), 7)","(('me', 'PRP'), 7)","(('drugs', 'NNS'), 6)","(('feelings', 'NNS'), 5)","(('myself', 'PRP'), 5)","(('freedom', 'NN'), 5)","(('had', 'VBD'), 4)","(('now', 'RB'), 4)","(('have', 'VBP'), 4)","(('reward', 'NN'), 4)","(('charge', 'NN'), 4)","(('discomfort', 'NN'), 4)"
Sobriety 101'r,"(('I', 'PRP'), 120)","(('my', 'PRP$'), 50)","(('me', 'PRP'), 23)","(('is', 'VBZ'), 21)","(('was', 'VBD'), 17)","(('will', 'MD'), 17)","(('it', 'PRP'), 17)","(('had', 'VBD'), 13)","(('recovery', 'NN'), 13)","(('God', 'NNP'), 11)","(('be', 'VB'), 10)","(('are', 'VBP'), 10)","(('way', 'NN'), 10)","(('when', 'WRB'), 10)","(('not', 'RB'), 10)","(('how', 'WRB'), 9)","(('am', 'VBP'), 9)","((""'d"", 'MD'), 8)","(('can', 'MD'), 8)","(('coaster', 'NN'), 7)"
Sobriety SOB＊r,"((""'re"", 'VBP'), 3)","(('they', 'PRP'), 3)","(('not', 'RB'), 2)","(('addict', 'NN'), 2)","(('will', 'MD'), 2)","(('drug', 'NN'), 2)","(('back', 'RB'), 2)","(('Debinger', 'NNP'), 2)","(('stop', 'VB'), 1)","(('sob', 'JJ'), 1)","(('son', 'NN'), 1)","(('almost', 'RB'), 1)","(('They', 'PRP'), 1)","(('fall', 'VB'), 1)","(('looming', 'VBG'), 1)","(('Staying', 'VBG'), 1)","((""'s"", 'VBZ'), 1)","(('throes', 'NNS'), 1)","(('dependency', 'NN'), 1)","(('meanings', 'NNS'), 1)"
Sobriety SOS＊r,"(('I', 'PRP'), 23)","(('my', 'PRP$'), 13)","(('is', 'VBZ'), 11)","(('me', 'PRP'), 10)","(('are', 'VBP'), 7)","(('am', 'VBP'), 7)","(('not', 'RB'), 6)","(('it', 'PRP'), 6)","(('free', 'JJ'), 5)","(('life', 'NN'), 4)","(('My', 'PRP$'), 4)","(('recovery', 'NN'), 4)","(('have', 'VBP'), 4)","(('that', 'WDT'), 4)","(('mood', 'NN'), 4)","(('help', 'NN'), 4)","(('food', 'NN'), 4)","(('will', 'MD'), 3)","(('step', 'NN'), 3)","(('has', 'VBZ'), 3)"
Sobriety Soulmater,"(('I', 'PRP'), 111)","(('my', 'PRP$'), 43)","(('was', 'VBD'), 39)","(('me', 'PRP'), 13)","(('it', 'PRP'), 13)","(('could', 'MD'), 12)","(('life', 'NN'), 11)","(('drugs', 'NNS'), 11)","((""n't"", 'RB'), 10)","(('myself', 'PRP'), 9)","(('had', 'VBD'), 7)","(('be', 'VB'), 7)","(('new', 'JJ'), 7)","(('It', 'PRP'), 7)","(('slate', 'NN'), 7)","(('friends', 'NNS'), 6)","(('clean', 'JJ'), 6)","(('is', 'VBZ'), 6)","(('things', 'NNS'), 6)","(('would', 'MD'), 6)"
Soul Controller,"(('I', 'PRP'), 55)","(('my', 'PRP$'), 18)","(('is', 'VBZ'), 13)","(('was', 'VBD'), 12)","(('can', 'MD'), 10)","(('me', 'PRP'), 9)","(('it', 'PRP'), 9)","(('that', 'WDT'), 7)","(('not', 'RB'), 7)","(('when', 'WRB'), 6)","(('life', 'NN'), 5)","(('have', 'VBP'), 5)","(('control', 'NN'), 5)","(('news', 'NN'), 5)","(('get', 'VB'), 4)","(('bad', 'JJ'), 4)","(('am', 'VBP'), 4)","(('enough', 'RB'), 4)","(('triggers', 'NNS'), 4)","(('coaster', 'NN'), 3)"
Soul Practitioner,"(('I', 'PRP'), 6)","(('habits', 'NNS'), 5)","(('bad', 'JJ'), 4)","(('my', 'PRP$'), 3)","(('am', 'VBP'), 3)","(('is', 'VBZ'), 2)","(('myself', 'PRP'), 2)","(('more', 'JJR'), 2)","(('means', 'NN'), 2)","(('behavior', 'NN'), 2)","(('busting', 'VBG'), 2)","(('stress', 'NN'), 1)","(('Meditation', 'NN'), 1)","(('task', 'NN'), 1)","(('engaged', 'VBN'), 1)","(('i.e', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('stripping', 'VBG'), 1)","(('rid', 'VB'), 1)","(('used', 'VBD'), 1)"
Soul Proprietor,"(('I', 'PRP'), 25)","(('my', 'PRP$'), 11)","(('was', 'VBD'), 8)","(('she', 'PRP'), 4)","(('me', 'PRP'), 4)","(('is', 'VBZ'), 4)","(('had', 'VBD'), 3)","(('they', 'PRP'), 3)","(('plans', 'NNS'), 3)","(('myself', 'PRP'), 3)","(('when', 'WRB'), 3)","(('them', 'PRP'), 3)","(('plan', 'VBP'), 3)","(('rules', 'NNS'), 3)","(('get', 'VB'), 3)","(('not', 'RB'), 3)","(('work', 'NN'), 3)","(('take', 'VBP'), 3)","(('time', 'NN'), 3)","(('saying', 'VBG'), 3)"
Soul Surgeon,"(('I', 'PRP'), 25)","(('my', 'PRP$'), 12)","(('was', 'VBD'), 6)","(('anxiety', 'NN'), 5)","(('it', 'PRP'), 5)","(('myself', 'PRP'), 4)","(('have', 'VBP'), 4)","(('you', 'PRP'), 3)","((""'d"", 'MD'), 3)","(('heal', 'VB'), 3)","(('exiled', 'VBN'), 3)","(('soul', 'NN'), 3)","(('being', 'VBG'), 2)","((""'m"", 'VBP'), 2)","(('now', 'RB'), 2)","(('take', 'VBP'), 2)","(('free', 'JJ'), 2)","(('It', 'PRP'), 2)","(('me', 'PRP'), 2)","(('more', 'JJR'), 2)"
Soul Survivor,"(('I', 'PRP'), 16)","(('me', 'PRP'), 7)","(('my', 'PRP$'), 5)","(('was', 'VBD'), 5)","(('will', 'MD'), 4)","(('it', 'PRP'), 4)","(('God', 'NNP'), 3)","(('who', 'WP'), 3)","(('recovery', 'NN'), 3)","(('are', 'VBP'), 3)","(('not', 'RB'), 3)","(('we', 'PRP'), 3)","(('only', 'RB'), 3)","(('is', 'VBZ'), 3)","(('hole', 'NN'), 3)","(('can', 'MD'), 3)","(('gift', 'NN'), 2)","(('beliefs', 'NNS'), 2)","(('due', 'JJ'), 2)","(('needed', 'VBD'), 2)"
Soul Synchronizer,"(('I', 'PRP'), 22)","(('my', 'PRP$'), 20)","(('me', 'PRP'), 10)","(('not', 'RB'), 7)","(('am', 'VBP'), 7)","(('will', 'MD'), 5)","(('can', 'MD'), 5)","(('anger', 'NN'), 5)","(('God', 'NNP'), 4)","(('inner', 'JJ'), 3)","(('life', 'NN'), 3)","(('live', 'VB'), 3)","(('peace', 'NN'), 3)","(('heart', 'NN'), 3)","(('is', 'VBZ'), 3)","(('positive', 'JJ'), 3)","(('self', 'NN'), 3)","(('it', 'PRP'), 3)","(('way', 'NN'), 3)","(('more', 'RBR'), 3)"
Soul Tuner,"(('I', 'PRP'), 37)","(('was', 'VBD'), 12)","(('my', 'PRP$'), 9)","(('me', 'PRP'), 8)","(('it', 'PRP'), 6)","(('now', 'RB'), 5)","(('had', 'VBD'), 5)","(('free', 'JJ'), 5)","(('when', 'WRB'), 5)","(('inventory', 'NN'), 5)","(('that', 'WDT'), 5)","((""'s"", 'VBZ'), 4)","(('never', 'RB'), 4)","(('were', 'VBD'), 4)","((""n't"", 'RB'), 4)","(('can', 'MD'), 4)","(('myself', 'PRP'), 4)","(('food', 'NN'), 4)","(('What', 'WP'), 3)","(('life', 'NN'), 3)"
Soul-itude ,"(('don＊t', 'VBP'), 1)","(('I', 'PRP'), 1)","(('confessions', 'NNS'), 1)","(('broadcast', 'VB'), 1)","(('have', 'VBP'), 1)","(('my', 'PRP$'), 1)","(('confess', 'VB'), 1)","(('myself', 'VB'), 1)","(('necessarily', 'RB'), 1)",,,,,,,,,,,
Soul-ution Finder,"(('I', 'PRP'), 21)","(('my', 'PRP$'), 13)","(('problem', 'NN'), 9)","(('is', 'VBZ'), 9)","(('me', 'PRP'), 8)","(('will', 'MD'), 6)","(('not', 'RB'), 6)","(('am', 'VBP'), 4)","(('situation', 'NN'), 4)","(('have', 'VBP'), 4)","(('anxiety', 'NN'), 3)","(('things', 'NNS'), 3)","(('solution', 'NN'), 3)","(('more', 'JJR'), 3)","(('that', 'WDT'), 3)","(('something', 'NN'), 3)","(('are', 'VBP'), 3)","(('can', 'MD'), 3)","(('do', 'VB'), 3)","(('it', 'PRP'), 3)"
Soul-vation ,"(('I', 'PRP'), 17)","(('my', 'PRP$'), 11)","(('was', 'VBD'), 4)","(('is', 'VBZ'), 4)","(('God', 'NNP'), 3)","(('me', 'PRP'), 3)","(('truth', 'NN'), 3)","(('had', 'VBD'), 2)","(('am', 'VBP'), 2)","(('support', 'NN'), 2)","(('could', 'MD'), 2)","(('hide', 'VB'), 2)","(('myself', 'PRP'), 2)","(('bitter', 'JJ'), 2)","(('started', 'VBD'), 2)","(('when', 'WRB'), 2)","(('When', 'WRB'), 2)","(('way', 'NN'), 2)","(('instead', 'RB'), 2)","(('only', 'RB'), 2)"
Spiritual Conquest-ador,"(('I', 'PRP'), 33)","(('my', 'PRP$'), 14)","(('was', 'VBD'), 7)","(('will', 'MD'), 5)","(('me', 'PRP'), 5)","(('is', 'VBZ'), 4)","(('have', 'VBP'), 4)","(('soul', 'NN'), 4)","(('life', 'NN'), 3)","(('free', 'JJ'), 3)","(('been', 'VBN'), 3)","(('actions', 'NNS'), 2)","(('now', 'RB'), 2)","(('can', 'MD'), 2)","(('freedom', 'NN'), 2)","(('thoughts', 'NNS'), 2)","(('such', 'JJ'), 2)","(('always', 'RB'), 2)","(('wave', 'NN'), 2)","(('much', 'RB'), 2)"
Stigma Stigmatizer,"(('I', 'PRP'), 18)","(('am', 'VBP'), 7)","(('my', 'PRP$'), 5)","(('addict', 'NN'), 5)","(('be', 'VB'), 4)","(('always', 'RB'), 4)","(('me', 'PRP'), 4)","(('it', 'PRP'), 4)","(('is', 'VBZ'), 4)","(('we', 'PRP'), 3)","((""'s"", 'VBZ'), 3)","(('stigma', 'NN'), 3)","(('OA', 'NNP'), 3)","(('group', 'NN'), 2)","(('our', 'PRP$'), 2)","(('they', 'PRP'), 2)","(('labels', 'NNS'), 2)","(('what', 'WP'), 2)","(('would', 'MD'), 2)","(('recovering', 'VBG'), 2)"
Stigma Striker,"(('I', 'PRP'), 11)","(('who', 'WP'), 5)","(('am', 'VBP'), 4)","(('it', 'PRP'), 4)","(('not', 'RB'), 3)","(('addict', 'NN'), 3)","(('they', 'PRP'), 3)","(('recovery', 'NN'), 3)","(('addicts', 'NNS'), 3)","(('thinks', 'VBZ'), 2)","(('be', 'VB'), 2)","(('labels', 'NNS'), 2)","(('what', 'WP'), 2)","(('me', 'PRP'), 2)","(('don＊t', 'VBP'), 2)","(('is', 'VBZ'), 2)","(('have', 'VBP'), 2)","(('are', 'VBP'), 2)","(('get', 'VBP'), 1)","(('doesn＊t', 'VBZ'), 1)"
Stress Auditor,"(('I', 'PRP'), 7)","(('stress', 'NN'), 4)","(('my', 'PRP$'), 3)","(('have', 'VBP'), 3)","(('is', 'VBZ'), 2)","(('myself', 'PRP'), 2)","(('them', 'PRP'), 2)","(('matter', 'NN'), 1)","(('do', 'VBP'), 1)","(('much', 'JJ'), 1)","(('it', 'PRP'), 1)","(('Today', 'NN'), 1)","(('clean', 'JJ'), 1)","(('stress', 'VB'), 1)","(('not', 'RB'), 1)","(('work', 'NN'), 1)","(('vulnerable', 'JJ'), 1)","(('can', 'MD'), 1)","(('trigger', 'VB'), 1)","(('how', 'WRB'), 1)"
Stress Striker,"(('I', 'PRP'), 11)","(('news', 'NN'), 5)","(('is', 'VBZ'), 5)","(('my', 'PRP$'), 5)","(('not', 'RB'), 4)","(('bad', 'JJ'), 4)","(('it', 'PRP'), 3)","(('when', 'WRB'), 2)","(('am', 'VBP'), 2)","(('life', 'NN'), 2)","(('be', 'VB'), 2)","(('receive', 'VBP'), 2)","(('feelings', 'NNS'), 2)","(('power', 'NN'), 2)","(('matter', 'NN'), 1)","(('sobriety', 'NN'), 1)","(('that', 'WDT'), 1)","(('Today', 'NN'), 1)","(('devastating', 'VBG'), 1)","(('avoided', 'VBN'), 1)"
Stress X＊r,"(('I', 'PRP'), 7)","(('am', 'VBP'), 5)","(('was', 'VBD'), 3)","(('my', 'PRP$'), 3)","(('stress', 'NN'), 3)","(('triggers', 'NNS'), 3)","(('relationship', 'NN'), 2)","(('common', 'JJ'), 2)","(('trigger', 'NN'), 2)","(('really', 'RB'), 2)","(('most', 'RBS'), 2)","(('time', 'NN'), 2)","(('just', 'RB'), 2)","(('Stress', 'NN'), 2)","(('them', 'PRP'), 2)","(('itself', 'PRP'), 1)","(('get', 'VB'), 1)","(('used', 'VBD'), 1)","(('anything', 'NN'), 1)","(('and/or', 'RP'), 1)"
Summer Soulstace,"(('my', 'PRP$'), 9)","(('I', 'PRP'), 7)","(('it', 'PRP'), 4)","(('thoughts', 'NNS'), 3)","(('positive', 'JJ'), 3)","(('build', 'VB'), 2)","(('reward', 'VB'), 2)","(('conducive', 'JJ'), 2)","(('thinking', 'NN'), 2)","(('new', 'JJ'), 2)","(('am', 'VBP'), 2)","(('be', 'VB'), 2)","(('very', 'RB'), 2)","(('encouraging', 'VBG'), 2)","(('self-confidence', 'NN'), 2)","(('way', 'NN'), 2)","(('day', 'NN'), 2)","(('recovery', 'NN'), 2)","(('helpful', 'JJ'), 2)","(('reinforcing', 'VBG'), 2)"
Symbolic Stepper,"(('I', 'PRP'), 57)","(('my', 'PRP$'), 29)","(('is', 'VBZ'), 11)","(('was', 'VBD'), 11)","(('me', 'PRP'), 9)","(('life', 'NN'), 8)","(('it', 'PRP'), 7)","(('step', 'NN'), 6)","(('what', 'WP'), 5)","(('get', 'VB'), 5)","(('day', 'NN'), 5)","(('not', 'RB'), 5)","(('one', 'CD'), 5)","(('now', 'RB'), 4)","(('recovery', 'NN'), 4)","(('time', 'NN'), 4)","(('do', 'VBP'), 4)","(('am', 'VBP'), 4)","(('better', 'JJR'), 4)","(('can', 'MD'), 4)"
THOUGHTS / aware & examine,"(('I', 'PRP'), 76)","(('my', 'PRP$'), 34)","(('was', 'VBD'), 15)","(('thoughts', 'NNS'), 12)","(('it', 'PRP'), 12)","(('have', 'VBP'), 11)","(('me', 'PRP'), 10)","(('when', 'WRB'), 9)","(('food', 'NN'), 8)","(('is', 'VBZ'), 8)","(('can', 'MD'), 8)","(('life', 'NN'), 7)","(('would', 'MD'), 6)","(('them', 'PRP'), 6)","(('been', 'VBN'), 6)","(('am', 'VBP'), 6)","(('now', 'RB'), 5)","(('do', 'VB'), 5)","(('way', 'NN'), 5)","(('My', 'PRP$'), 5)"
THOUGHTS / positivity,"(('I', 'PRP'), 110)","(('my', 'PRP$'), 50)","(('is', 'VBZ'), 27)","(('me', 'PRP'), 25)","(('am', 'VBP'), 21)","(('it', 'PRP'), 16)","(('can', 'MD'), 15)","(('have', 'VBP'), 14)","(('that', 'WDT'), 14)","(('not', 'RB'), 13)","(('life', 'NN'), 11)","(('things', 'NNS'), 11)","(('thoughts', 'NNS'), 11)","(('negative', 'JJ'), 9)","(('positive', 'JJ'), 9)","(('myself', 'PRP'), 8)","(('When', 'WRB'), 7)","(('how', 'WRB'), 7)","(('get', 'VB'), 6)","(('also', 'RB'), 6)"
Temperance Tester,"(('I', 'PRP'), 47)","(('is', 'VBZ'), 25)","(('it', 'PRP'), 22)","(('It', 'PRP'), 15)","(('my', 'PRP$'), 15)","(('me', 'PRP'), 15)","((""'s"", 'VBZ'), 11)","(('pot', 'NN'), 11)","(('have', 'VBP'), 9)","((""n't"", 'RB'), 9)","(('was', 'VBD'), 8)","(('addiction', 'NN'), 8)","(('easy', 'JJ'), 7)","(('be', 'VB'), 7)","(('you', 'PRP'), 7)","(('are', 'VBP'), 6)","(('do', 'VBP'), 6)","(('never', 'RB'), 5)","(('do', 'VB'), 5)","(('am', 'VBP'), 5)"
Tender Feelings TBH＊r,"(('I', 'PRP'), 32)","(('my', 'PRP$'), 10)","(('feelings', 'NNS'), 8)","(('myself', 'PRP'), 7)","(('was', 'VBD'), 7)","(('me', 'PRP'), 5)","(('had', 'VBD'), 4)","(('were', 'VBD'), 4)","(('feel', 'VB'), 4)","(('they', 'PRP'), 3)","(('what', 'WP'), 3)","(('drugs', 'NNS'), 3)","(('much', 'JJ'), 3)","(('it', 'PRP'), 3)","((""n't"", 'RB'), 3)","((""'d"", 'MD'), 3)","(('being', 'VBG'), 2)","(('why', 'WRB'), 2)","(('be', 'VB'), 2)","(('could', 'MD'), 2)"
The Aggrava-shunner,"(('I', 'PRP'), 21)","(('my', 'PRP$'), 7)","(('hostility', 'NN'), 4)","(('myself', 'PRP'), 4)","(('was', 'VBD'), 3)","((""'d"", 'MD'), 3)","(('detox', 'NN'), 2)","(('had', 'VBD'), 2)","(('got', 'VBD'), 2)","(('people', 'NNS'), 2)","(('so', 'RB'), 2)","(('own', 'JJ'), 2)","(('me', 'PRP'), 2)","(('use', 'VB'), 2)","(('couple', 'NN'), 2)","(('help', 'VB'), 2)","((""n't"", 'RB'), 2)","(('handle', 'VB'), 2)","(('way', 'NN'), 2)","(('lost', 'VBD'), 2)"
The Benefisher,"(('I', 'PRP'), 22)","(('my', 'PRP$'), 20)","(('me', 'PRP'), 8)","(('not', 'RB'), 6)","(('is', 'VBZ'), 6)","(('when', 'WRB'), 4)","(('recovery', 'NN'), 4)","(('help', 'NN'), 4)","(('are', 'VBP'), 4)","(('am', 'VBP'), 3)","(('do', 'VBP'), 3)","(('can', 'MD'), 3)","(('have', 'VBP'), 2)","(('power', 'NN'), 2)","(('program', 'NN'), 2)","(('share', 'NN'), 2)","(('people', 'NNS'), 2)","(('always', 'RB'), 2)","(('just', 'RB'), 2)","(('sobriety', 'NN'), 2)"
The Blessifier,"(('I', 'PRP'), 56)","(('my', 'PRP$'), 22)","(('was', 'VBD'), 9)","(('me', 'PRP'), 9)","(('had', 'VBD'), 7)","(('is', 'VBZ'), 7)","(('it', 'PRP'), 7)","(('when', 'WRB'), 6)","(('are', 'VBP'), 6)","(('program', 'NN'), 5)","(('could', 'MD'), 5)","(('get', 'VB'), 5)","(('so', 'RB'), 5)","(('share', 'NN'), 5)","(('clean', 'JJ'), 5)","(('life', 'NN'), 5)","(('am', 'VBP'), 5)","(('can', 'MD'), 5)","(('recovery', 'NN'), 4)","(('relapse', 'NN'), 4)"
The Blocksmither,"(('is', 'VBZ'), 5)","(('I', 'PRP'), 4)","(('me', 'PRP'), 3)","(('then', 'RB'), 3)","(('do', 'VBP'), 2)","(('it', 'PRP'), 2)","(('life', 'NN'), 2)","(('sobriety', 'NN'), 1)","(('get', 'VB'), 1)","(('health', 'NN'), 1)","(('anything', 'NN'), 1)","(('out', 'RP'), 1)","(('nervous', 'JJ'), 1)","(('Is', 'VBZ'), 1)","(('try', 'VB'), 1)","(('non-alcoholic', 'JJ'), 1)","(('issues', 'NNS'), 1)","(('alcohol', 'RB'), 1)","(('who', 'WP'), 1)","(('goes', 'VBZ'), 1)"
The Control-aholic,"(('I', 'PRP'), 12)","(('my', 'PRP$'), 8)","(('not', 'RB'), 6)","(('it', 'PRP'), 5)","(('be', 'VB'), 4)","(('plan', 'NN'), 3)","(('foods', 'NNS'), 3)","(('will', 'MD'), 3)","(('go', 'VB'), 3)","(('food', 'NN'), 3)","(('chance', 'NN'), 3)","(('is', 'VBZ'), 3)","(('their', 'PRP$'), 3)","(('disease', 'NN'), 3)","(('addictive', 'JJ'), 3)","(('control', 'VB'), 3)","(('can', 'MD'), 3)","(('get', 'VB'), 2)","(('controlaholic', 'NN'), 2)","(('eat', 'VB'), 2)"
The De-craverizer,"(('I', 'PRP'), 2)","(('am', 'VBP'), 2)","(('craving', 'VBG'), 2)","(('strongest', 'JJS'), 1)","(('cravings', 'NNS'), 1)","(('My', 'PRP$'), 1)","(('mind', 'NN'), 1)","(('powerless', 'RB'), 1)","(('stay', 'VB'), 1)","(('can', 'MD'), 1)","(('sober', 'RB'), 1)","(('drugs', 'NNS'), 1)","(('assets〞my', 'NN'), 1)","(('drug', 'NN'), 1)","(('willingness', 'NN'), 1)","(('body', 'NN'), 1)","(('use', 'VB'), 1)","(('admitting', 'VBG'), 1)","(('however', 'RB'), 1)","(('me', 'PRP'), 1)"
The De-stress-calator,"(('I', 'PRP'), 45)","(('my', 'PRP$'), 23)","(('am', 'VBP'), 14)","(('have', 'VBP'), 11)","(('is', 'VBZ'), 9)","(('me', 'PRP'), 8)","(('stress', 'NN'), 6)","(('can', 'MD'), 6)","(('be', 'VB'), 5)","(('too', 'RB'), 5)","(('was', 'VBD'), 5)","(('what', 'WP'), 4)","(('things', 'NNS'), 4)","(('use', 'VB'), 4)","(('them', 'PRP'), 4)","(('time', 'NN'), 4)","(('healthy', 'JJ'), 4)","(('many', 'JJ'), 4)","(('it', 'PRP'), 4)","(('life', 'NN'), 3)"
The Debinger,"(('I', 'PRP'), 24)","(('my', 'PRP$'), 14)","(('is', 'VBZ'), 9)","(('have', 'VBP'), 7)","(('not', 'RB'), 7)","(('me', 'PRP'), 6)","(('will', 'MD'), 5)","(('myself', 'PRP'), 5)","(('am', 'VBP'), 5)","(('up', 'RP'), 4)","(('sugar', 'NN'), 4)","(('it', 'PRP'), 4)","(('being', 'VBG'), 3)","(('they', 'PRP'), 3)","(('back', 'RB'), 3)","((""'re"", 'VBP'), 3)","(('binge', 'NN'), 3)","(('recovery', 'NN'), 3)","(('certain', 'JJ'), 3)","(('are', 'VBP'), 3)"
The Deblamer,"(('I', 'PRP'), 4)","(('my', 'PRP$'), 4)","(('it', 'PRP'), 4)","(('was', 'VBD'), 3)","(('blame', 'NN'), 3)","(('things', 'NNS'), 3)","(('me', 'PRP'), 3)","(('do', 'VB'), 2)","(('listen', 'VB'), 2)","(('accept', 'VB'), 2)","(('criticism', 'NN'), 2)","(('God', 'NNP'), 2)","(('is', 'VBZ'), 2)","(('recovery', 'NN'), 2)","(('would', 'MD'), 2)","(('change', 'VB'), 2)","(('matter', 'NN'), 1)","(('Hell', 'NNP'), 1)","(('situation', 'NN'), 1)","(('anything', 'NN'), 1)"
