,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Gratitude Guru,"(('I', 'PRP'), 26)","(('my', 'PRP$'), 11)","(('have', 'VBP'), 6)","(('it', 'PRP'), 6)","(('be', 'VB'), 4)","(('get', 'VB'), 3)","(('thoughts', 'NNS'), 3)","(('am', 'VBP'), 3)","(('myself', 'PRP'), 3)","(('me', 'PRP'), 3)","(('just', 'RB'), 3)","(('positive', 'JJ'), 3)","(('build', 'VB'), 2)","(('grateful', 'JJ'), 2)","(('used', 'VBD'), 2)","(('thinking', 'NN'), 2)","(('new', 'JJ'), 2)","(('very', 'RB'), 2)","(('self-confidence', 'NN'), 2)","(('day', 'NN'), 2)"
Grave Trigger,"(('I', 'PRP'), 30)","(('me', 'PRP'), 13)","(('is', 'VBZ'), 9)","(('my', 'PRP$'), 9)","(('can', 'MD'), 8)","(('God', 'NNP'), 7)","(('was', 'VBD'), 7)","(('who', 'WP'), 6)","(('it', 'PRP'), 6)","(('life', 'NN'), 5)","(('not', 'RB'), 5)","(('could', 'MD'), 5)","(('time', 'NN'), 5)","(('do', 'VB'), 5)","(('be', 'VB'), 4)","(('death', 'NN'), 4)","(('what', 'WP'), 4)","(('been', 'VBN'), 4)","(('get', 'VB'), 4)","(('we', 'PRP'), 4)"
Gremlin Greeter,"(('them', 'PRP'), 3)","(('their', 'PRP$'), 2)","(('junkie', 'NN'), 2)","(('my', 'PRP$'), 2)","(('demons', 'NNS'), 2)","(('that', 'WDT'), 2)","(('were', 'VBD'), 2)","(('real', 'JJ'), 2)","(('monsters', 'NNS'), 2)","(('made-up', 'JJ'), 1)","(('Monsters', 'NNS'), 1)","(('it', 'PRP'), 1)","(('I', 'PRP'), 1)","(('take', 'VBP'), 1)","(('detoxing', 'NN'), 1)","(('was', 'VBD'), 1)","(('fun', 'NN'), 1)","(('able', 'JJ'), 1)","(('live', 'VBP'), 1)","(('deny', 'VB'), 1)"
Grinch Pincher,"(('I', 'PRP'), 8)","(('my', 'PRP$'), 7)","(('mood', 'NN'), 4)","(('was', 'VBD'), 3)","(('ego', 'NN'), 3)","(('it', 'PRP'), 3)","((""n't"", 'RB'), 2)","(('enough', 'RB'), 2)","((""'d"", 'MD'), 2)","(('be', 'VB'), 2)","(('they', 'PRP'), 2)","(('intrude', 'VB'), 2)","(('me', 'PRP'), 2)","((""'ll"", 'MD'), 2)","(('good', 'JJ'), 2)","(('something', 'NN'), 2)","(('sustainable', 'JJ'), 1)","(('comfort', 'NN'), 1)","(('their', 'PRP$'), 1)","((""'re"", 'VBP'), 1)"
Gripe Sniper,"(('I', 'PRP'), 5)","(('was', 'VBD'), 3)","(('would', 'MD'), 3)","(('beautiful', 'JJ'), 2)","(('my', 'PRP$'), 2)","(('gold', 'NN'), 1)","(('walk', 'VB'), 1)","(('middle', 'JJ'), 1)","(('miss', 'VB'), 1)","(('down', 'RP'), 1)","(('recovery', 'NN'), 1)","(('pass', 'VB'), 1)","(('church', 'NN'), 1)","(('misery', 'NN'), 1)","(('public', 'JJ'), 1)","(('transportation', 'NN'), 1)","(('focused', 'VBN'), 1)","(('look', 'VB'), 1)","(('roof', 'NN'), 1)","(('too', 'RB'), 1)"
Growth Gardener,"(('I', 'PRP'), 39)","(('not', 'RB'), 9)","(('my', 'PRP$'), 8)","(('is', 'VBZ'), 8)","(('you', 'PRP'), 8)","(('can', 'MD'), 8)","(('do', 'VBP'), 6)","(('was', 'VBD'), 6)","(('me', 'PRP'), 6)","(('myself', 'PRP'), 5)","(('life', 'NN'), 4)","(('be', 'VB'), 4)","(('line', 'NN'), 4)","(('clean', 'JJ'), 4)","(('have', 'VB'), 4)","(('finish', 'JJ'), 4)","(('believe', 'VB'), 3)","(('when', 'WRB'), 3)","(('ways', 'NNS'), 3)","(('never', 'RB'), 3)"
Guilt Refunder,"(('I', 'PRP'), 19)","(('my', 'PRP$'), 7)","(('was', 'VBD'), 5)","((""'d"", 'MD'), 5)","(('guilt', 'VB'), 3)","(('me', 'PRP'), 3)","(('too', 'RB'), 3)","(('friends', 'NNS'), 3)","(('detox', 'NN'), 2)","(('could', 'MD'), 2)","(('people', 'NNS'), 2)","(('terrible', 'JJ'), 2)","(('made', 'VBD'), 2)","(('that', 'WDT'), 2)","((""n't"", 'RB'), 2)","(('it', 'PRP'), 2)","(('guilt', 'NN'), 2)","(('beautiful', 'JJ'), 1)","(('made', 'VBN'), 1)","(('situation', 'NN'), 1)"
Gut Gutter,"(('I', 'PRP'), 22)","(('my', 'PRP$'), 18)","(('am', 'VBP'), 7)","(('beliefs', 'NNS'), 5)","(('it', 'PRP'), 5)","(('not', 'RB'), 4)","(('is', 'VBZ'), 4)","(('decisions', 'NNS'), 3)","(('life', 'NN'), 3)","(('I＊m', 'NNP'), 3)","(('myself', 'PRP'), 3)","(('me', 'PRP'), 3)","(('matter', 'NN'), 3)","(('recovery', 'NN'), 3)","(('can', 'MD'), 3)","(('are', 'VBP'), 3)","(('old', 'JJ'), 2)","(('working', 'VBG'), 2)","(('beliefs', 'NN'), 2)","(('will', 'MD'), 2)"
Hardship Hacker,"(('I', 'PRP'), 25)","(('was', 'VBD'), 15)","(('my', 'PRP$'), 14)","(('life', 'NN'), 9)","(('had', 'VBD'), 5)","(('that', 'WDT'), 5)","(('change', 'NN'), 4)","(('myself', 'PRP'), 4)","(('drugs', 'NNS'), 4)","(('it', 'PRP'), 4)","(('could', 'MD'), 3)","(('hardships', 'NNS'), 3)","(('been', 'VBN'), 3)","(('me', 'PRP'), 3)","(('actions', 'NNS'), 2)","((""'m"", 'VBP'), 2)","(('I＊m', 'NNP'), 2)","(('system', 'NN'), 2)","((""'d"", 'MD'), 2)","(('when', 'WRB'), 2)"
Hardship Hugger,"(('I', 'PRP'), 33)","(('hardships', 'NNS'), 8)","(('was', 'VBD'), 7)","(('am', 'VBP'), 6)","(('my', 'PRP$'), 5)","(('have', 'VBP'), 5)","(('life', 'NN'), 4)","(('accept', 'VB'), 4)","(('me', 'PRP'), 4)","(('do', 'VB'), 4)","((""n't"", 'RB'), 4)","(('had', 'VBD'), 3)","(('myself', 'PRP'), 3)","(('that', 'WDT'), 3)","(('addiction', 'NN'), 3)","(('it', 'PRP'), 3)","(('something', 'NN'), 2)","(('easier', 'JJR'), 2)","(('not', 'RB'), 2)","(('face', 'VBP'), 2)"
Higher Power Invoker,"(('I', 'PRP'), 7)","(('my', 'PRP$'), 4)","(('me', 'PRP'), 4)","(('when', 'WRB'), 2)","(('there', 'EX'), 2)","(('is', 'VBZ'), 2)","(('power', 'NN'), 2)","(('just', 'RB'), 2)","(('higher', 'JJR'), 2)","(('are', 'VBP'), 2)","(('catches', 'NNS'), 1)","(('same', 'JJ'), 1)","(('now', 'RB'), 1)","(('rich', 'JJ'), 1)","(('ultimately', 'RB'), 1)","(('osmosis', 'NN'), 1)","(('pick', 'VB'), 1)","(('need', 'VBP'), 1)","(('up', 'RP'), 1)","(('naturally', 'RB'), 1)"
Hope Harvester,"(('I', 'PRP'), 31)","(('my', 'PRP$'), 11)","(('is', 'VBZ'), 7)","(('have', 'VBP'), 5)","(('me', 'PRP'), 5)","(('her', 'PRP$'), 5)","((""n't"", 'RB'), 5)","(('can', 'MD'), 5)","(('memory', 'NN'), 4)","(('things', 'NNS'), 4)","(('cravings', 'NNS'), 4)","(('It', 'PRP'), 4)","(('just', 'RB'), 4)","(('be', 'VB'), 3)","(('could', 'MD'), 3)","(('they', 'PRP'), 3)","(('when', 'WRB'), 3)","(('back', 'RB'), 3)","(('would', 'MD'), 3)","(('time', 'NN'), 3)"
Hurt Hugger,"(('It', 'PRP'), 2)","(('can', 'MD'), 2)","((""'re"", 'VBP'), 1)","(('does', 'VBZ'), 1)","(('get', 'VB'), 1)","(('their', 'PRP$'), 1)","(('they', 'PRP'), 1)","(('levels', 'NNS'), 1)","(('hurting', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('special', 'JJ'), 1)","(('love', 'NN'), 1)","(('suffering', 'NN'), 1)","((""n't"", 'RB'), 1)","(('new', 'JJ'), 1)","(('hurt', 'NN'), 1)","(('Hurt', 'NNP'), 1)","(('someone', 'NN'), 1)","(('takes', 'VBZ'), 1)","(('built', 'VBN'), 1)"
Hurtle Hugger,"(('I', 'PRP'), 9)","(('comfortable', 'JJ'), 3)","(('it', 'PRP'), 3)","(('how', 'WRB'), 2)","(('was', 'VBD'), 2)","(('keep', 'VB'), 2)","(('discomfort', 'NN'), 2)","(('my', 'PRP$'), 2)","(('doing', 'VBG'), 2)","(('comfort', 'NN'), 1)","(('had', 'VBD'), 1)","(('levels', 'NNS'), 1)","(('not', 'RB'), 1)","(('stepping', 'VBG'), 1)","(('being', 'VBG'), 1)","(('growing', 'VBG'), 1)","(('today', 'NN'), 1)","(('changing', 'VBG'), 1)","(('tolerate', 'VB'), 1)","(('Today', 'NN'), 1)"
I-Can-ographer,"(('I', 'PRP'), 78)","(('my', 'PRP$'), 27)","(('is', 'VBZ'), 19)","(('can', 'MD'), 16)","(('have', 'VBP'), 14)","(('it', 'PRP'), 12)","(('am', 'VBP'), 10)","(('me', 'PRP'), 10)","(('are', 'VBP'), 9)","(('life', 'NN'), 9)","(('not', 'RB'), 9)","(('be', 'VB'), 8)","(('you', 'PRP'), 8)","(('will', 'MD'), 8)","(('what', 'WP'), 7)","(('that', 'WDT'), 7)","(('going', 'VBG'), 6)","(('get', 'VB'), 5)","(('time', 'NN'), 5)","(('was', 'VBD'), 5)"
I-Examiner,"(('I', 'PRP'), 121)","(('my', 'PRP$'), 66)","(('it', 'PRP'), 22)","(('was', 'VBD'), 20)","(('is', 'VBZ'), 19)","(('me', 'PRP'), 19)","(('had', 'VBD'), 14)","(('excuses', 'NNS'), 14)","(('have', 'VBP'), 13)","(('can', 'MD'), 13)","(('be', 'VB'), 12)","(('they', 'PRP'), 12)","(('them', 'PRP'), 12)","(('that', 'WDT'), 11)","(('food', 'NN'), 10)","(('life', 'NN'), 10)","((""n't"", 'RB'), 9)","(('myself', 'PRP'), 9)","(('addiction', 'NN'), 8)","(('did', 'VBD'), 8)"
I-examiner - motivations,"(('I', 'PRP'), 79)","(('my', 'PRP$'), 42)","(('was', 'VBD'), 22)","(('it', 'PRP'), 19)","(('me', 'PRP'), 17)","(('motivation', 'NN'), 13)","(('is', 'VBZ'), 12)","(('life', 'NN'), 9)","(('myself', 'PRP'), 9)","(('not', 'RB'), 8)","(('had', 'VBD'), 7)","(('am', 'VBP'), 7)","(('are', 'VBP'), 6)","(('did', 'VBD'), 6)","(('when', 'WRB'), 5)","(('excuses', 'NNS'), 5)","(('never', 'RB'), 5)","(('up', 'RP'), 5)","(('recovery', 'NN'), 5)","(('using', 'VBG'), 5)"
I-examiner - reactions & behavior,"(('I', 'PRP'), 129)","(('my', 'PRP$'), 57)","(('is', 'VBZ'), 19)","(('me', 'PRP'), 19)","(('that', 'WDT'), 18)","(('was', 'VBD'), 17)","(('life', 'NN'), 16)","(('have', 'VBP'), 15)","(('not', 'RB'), 13)","(('are', 'VBP'), 12)","(('myself', 'PRP'), 12)","(('be', 'VB'), 11)","((""n't"", 'RB'), 11)","(('did', 'VBD'), 11)","(('it', 'PRP'), 11)","(('when', 'WRB'), 10)","(('motives', 'NNS'), 9)","(('things', 'NNS'), 9)","(('am', 'VBP'), 9)","(('can', 'MD'), 9)"
Ill Feelings Illuminator,"(('I', 'PRP'), 79)","(('my', 'PRP$'), 26)","(('me', 'PRP'), 20)","(('am', 'VBP'), 17)","(('is', 'VBZ'), 15)","(('feelings', 'NNS'), 11)","(('are', 'VBP'), 11)","(('have', 'VBP'), 10)","(('myself', 'PRP'), 10)","(('not', 'RB'), 8)","(('when', 'WRB'), 7)","(('recovery', 'NN'), 7)","(('was', 'VBD'), 7)","(('they', 'PRP'), 7)","(('life', 'NN'), 6)","(('them', 'PRP'), 6)","(('My', 'PRP$'), 6)","(('that', 'WDT'), 6)","(('has', 'VBZ'), 6)","(('it', 'PRP'), 6)"
Illogical Looper,"(('I', 'PRP'), 54)","(('my', 'PRP$'), 19)","(('am', 'VBP'), 11)","(('me', 'PRP'), 7)","(('is', 'VBZ'), 6)","(('it', 'PRP'), 6)","(('mind', 'NN'), 5)","(('myself', 'PRP'), 5)","(('when', 'WRB'), 5)","(('thought', 'NN'), 5)","(('beliefs', 'NNS'), 4)","(('My', 'PRP$'), 4)","(('thoughts', 'NNS'), 4)","(('was', 'VBD'), 4)","(('drugs', 'NNS'), 4)","(('can', 'MD'), 4)","(('same', 'JJ'), 3)","(('life', 'NN'), 3)","(('way', 'NN'), 3)","(('logical', 'JJ'), 3)"
Imperfections TBH,"(('I', 'PRP'), 5)","(('me', 'PRP'), 3)","(('is', 'VBZ'), 2)","(('not', 'RB'), 2)","(('recovery', 'NN'), 2)","(('Relapse', 'NNP'), 2)","(('am', 'VBP'), 2)","(('they', 'PRP'), 2)","(('don＊t', 'VBP'), 2)","(('accept', 'VBP'), 2)","(('my', 'PRP$'), 2)","(('feels', 'NNS'), 1)","(('Today', 'NN'), 1)","(('happen', 'NN'), 1)","(('today', 'NN'), 1)","(('people', 'NNS'), 1)","(('what', 'WP'), 1)","(('give', 'VB'), 1)","(('insight', 'NN'), 1)","(('part', 'NN'), 1)"
Infinity Infuser,"(('my', 'PRP$'), 7)","(('I', 'PRP'), 4)","(('today', 'NN'), 3)","(('recovery', 'NN'), 3)","(('is', 'VBZ'), 2)","(('past', 'JJ'), 2)","(('What＊s', 'NNP'), 1)","(('not', 'RB'), 1)","(('negative', 'JJ'), 1)","(('serenity', 'NN'), 1)","(('feel', 'VBP'), 1)","(('obsessed', 'VBN'), 1)","(('priceless', 'JJ'), 1)","(('moments', 'NNS'), 1)","(('soothing', 'VBG'), 1)","(('longer', 'RBR'), 1)","(('appreciate', 'VBP'), 1)","(('future', 'NN'), 1)","(('miracles', 'NNS'), 1)","(('such', 'JJ'), 1)"
Inner Anointer,"(('I', 'PRP'), 41)","(('was', 'VBD'), 20)","(('my', 'PRP$'), 12)","(('me', 'PRP'), 7)","(('gratification', 'NN'), 5)","(('get', 'VB'), 4)","(('myself', 'PRP'), 4)","(('got', 'VBD'), 4)","(('would', 'MD'), 4)","(('not', 'RB'), 4)","(('addiction', 'NN'), 4)","(('life', 'NN'), 3)","(('had', 'VBD'), 3)","(('could', 'MD'), 3)","(('coaster', 'NN'), 3)","(('feelings', 'NNS'), 3)","(('rules', 'NNS'), 3)","(('enough', 'RB'), 3)","(('first', 'JJ'), 3)","(('It', 'PRP'), 3)"
Inner Eye Opener,"(('I', 'PRP'), 28)","(('my', 'PRP$'), 12)","(('me', 'PRP'), 11)","(('myself', 'PRP'), 7)","(('reach', 'VB'), 5)","(('help', 'VB'), 5)","(('could', 'MD'), 4)","(('am', 'VBP'), 4)","(('others', 'NNS'), 4)","(('每', 'NN'), 4)","(('had', 'VBD'), 3)","(('vulnerable', 'JJ'), 3)","(('life', 'NN'), 3)","(('is', 'VBZ'), 3)","(('addiction', 'NN'), 3)","(('understand', 'VB'), 2)","(('longer', 'RBR'), 2)","((""'m"", 'VBP'), 2)","(('they', 'PRP'), 2)","(('deeper', 'JJR'), 2)"
Inner Forgiverizer,"(('I', 'PRP'), 85)","(('my', 'PRP$'), 40)","(('me', 'PRP'), 25)","(('was', 'VBD'), 23)","(('it', 'PRP'), 13)","(('myself', 'PRP'), 10)","(('am', 'VBP'), 9)","(('not', 'RB'), 9)","((""'d"", 'MD'), 8)","(('had', 'VBD'), 7)","(('have', 'VBP'), 7)","(('they', 'PRP'), 7)","(('journey', 'NN'), 7)","(('actions', 'NNS'), 6)","(('people', 'NNS'), 6)","(('just', 'RB'), 6)","(('now', 'RB'), 5)","(('When', 'WRB'), 5)","(('friends', 'NNS'), 5)","(('are', 'VBP'), 5)"
Inner Freedom Forager,"(('I', 'PRP'), 121)","(('my', 'PRP$'), 47)","(('was', 'VBD'), 23)","(('it', 'PRP'), 19)","(('life', 'NN'), 16)","(('am', 'VBP'), 15)","(('free', 'JJ'), 12)","(('have', 'VBP'), 11)","(('is', 'VBZ'), 11)","(('had', 'VBD'), 10)","(('myself', 'PRP'), 10)","(('addiction', 'NN'), 9)","(('me', 'PRP'), 9)","(('freedom', 'NN'), 8)","(('now', 'RB'), 7)","(('coaster', 'NN'), 7)","(('It', 'PRP'), 7)","((""n't"", 'RB'), 7)","(('what', 'WP'), 7)","(('that', 'WDT'), 7)"
Inner Greatness Greeter,"(('I', 'PRP'), 34)","(('my', 'PRP$'), 11)","(('am', 'VBP'), 8)","(('is', 'VBZ'), 7)","(('what', 'WP'), 5)","(('have', 'VBP'), 5)","(('not', 'RB'), 5)","(('me', 'PRP'), 5)","(('it', 'PRP'), 5)","(('addict', 'NN'), 5)","(('be', 'VB'), 4)","(('doing', 'VBG'), 3)","(('life', 'NN'), 3)","(('wanted', 'VBD'), 3)","(('baby', 'JJ'), 3)","(('shame', 'NN'), 3)","(('future', 'NN'), 3)","(('can', 'MD'), 3)","(('steps', 'NNS'), 3)","(('master', 'NN'), 2)"
Inner Guru Guarder,"(('I', 'PRP'), 33)","(('my', 'PRP$'), 16)","(('me', 'PRP'), 9)","(('beliefs', 'NNS'), 5)","(('them', 'PRP'), 5)","(('am', 'VBP'), 5)","(('peace', 'NN'), 4)","(('myself', 'PRP'), 4)","(('was', 'VBD'), 4)","(('inner', 'JJ'), 4)","(('old', 'JJ'), 4)","(('are', 'VBP'), 3)","(('When', 'WRB'), 3)","(('do', 'VBP'), 3)","(('not', 'RB'), 3)","(('using', 'VBG'), 3)","(('new', 'JJ'), 3)","(('see', 'VBP'), 3)","(('one', 'CD'), 3)","(('is', 'VBZ'), 3)"
Inner I-Opener,"(('I', 'PRP'), 94)","(('my', 'PRP$'), 38)","(('myself', 'PRP'), 18)","(('me', 'PRP'), 15)","(('is', 'VBZ'), 13)","(('was', 'VBD'), 13)","(('motives', 'NNS'), 9)","(('life', 'NN'), 9)","(('others', 'NNS'), 9)","(('own', 'JJ'), 8)","((""n't"", 'RB'), 8)","(('can', 'MD'), 8)","(('it', 'PRP'), 8)","(('had', 'VBD'), 7)","(('could', 'MD'), 7)","(('news', 'NN'), 7)","(('what', 'WP'), 6)","(('inventory', 'NN'), 5)","(('got', 'VBD'), 5)","(('are', 'VBP'), 5)"
Inner Light Illuminator,"(('I', 'PRP'), 44)","(('me', 'PRP'), 14)","(('was', 'VBD'), 11)","(('my', 'PRP$'), 11)","((""'d"", 'MD'), 8)","(('myself', 'PRP'), 8)","(('had', 'VBD'), 7)","((""n't"", 'RB'), 6)","(('time', 'NN'), 5)","(('yourself', 'PRP'), 4)","(('feelings', 'NNS'), 4)","(('are', 'VBP'), 4)","(('means', 'VBZ'), 4)","((""'m"", 'VBP'), 4)","(('who', 'WP'), 4)","(('only', 'RB'), 4)","(('it', 'PRP'), 4)","(('be', 'VB'), 3)","(('what', 'WP'), 3)","(('evolving', 'VBG'), 3)"
Inner Motor Motivator,"(('I', 'PRP'), 95)","(('my', 'PRP$'), 29)","(('was', 'VBD'), 27)","(('it', 'PRP'), 22)","(('me', 'PRP'), 15)","(('is', 'VBZ'), 14)","(('life', 'NN'), 12)","(('not', 'RB'), 11)","(('that', 'WDT'), 10)","(('have', 'VBP'), 9)","(('can', 'MD'), 9)","(('myself', 'PRP'), 7)","(('would', 'MD'), 7)","(('had', 'VBD'), 6)","(('be', 'VB'), 6)","(('When', 'WRB'), 6)","(('things', 'NNS'), 6)","(('am', 'VBP'), 6)","(('started', 'VBD'), 6)","(('could', 'MD'), 5)"
Inner Power Allower,"(('I', 'PRP'), 113)","(('my', 'PRP$'), 41)","(('me', 'PRP'), 26)","(('am', 'VBP'), 21)","(('have', 'VBP'), 17)","(('is', 'VBZ'), 17)","(('was', 'VBD'), 17)","(('it', 'PRP'), 15)","(('not', 'RB'), 12)","(('life', 'NN'), 10)","(('myself', 'PRP'), 8)","(('can', 'MD'), 8)","(('what', 'WP'), 7)","(('are', 'VBP'), 7)","(('It', 'PRP'), 7)","(('they', 'PRP'), 7)","(('them', 'PRP'), 7)","(('had', 'VBD'), 6)","(('recovery', 'NN'), 6)","(('do', 'VB'), 6)"
Inner Soul X-Rayer,"(('I', 'PRP'), 124)","(('was', 'VBD'), 42)","(('my', 'PRP$'), 40)","(('me', 'PRP'), 27)","(('it', 'PRP'), 20)","(('myself', 'PRP'), 17)","(('life', 'NN'), 11)","(('been', 'VBN'), 10)","((""'d"", 'MD'), 9)","(('had', 'VBD'), 8)","(('could', 'MD'), 8)","(('have', 'VBP'), 8)","((""n't"", 'RB'), 8)","(('them', 'PRP'), 8)","(('when', 'WRB'), 7)","((""'m"", 'VBP'), 7)","(('did', 'VBD'), 7)","(('now', 'RB'), 6)","(('is', 'VBZ'), 6)","(('get', 'VB'), 6)"
Inner Sun Shiner,"(('I', 'PRP'), 26)","(('my', 'PRP$'), 15)","(('it', 'PRP'), 11)","(('was', 'VBD'), 7)","(('you', 'PRP'), 6)","(('only', 'RB'), 4)","((""'s"", 'VBZ'), 4)","(('how', 'WRB'), 4)","(('me', 'PRP'), 4)","(('It', 'PRP'), 4)","(('love', 'NN'), 3)","(('thoughts', 'NNS'), 3)","(('be', 'VB'), 3)","(('myself', 'PRP'), 3)","(('positive', 'JJ'), 3)","(('there', 'EX'), 3)","(('that', 'WDT'), 3)","(('something', 'NN'), 3)","(('thing', 'NN'), 3)","(('job', 'NN'), 3)"
Inner Trash Trasher,"(('I', 'PRP'), 40)","(('my', 'PRP$'), 15)","(('me', 'PRP'), 10)","(('was', 'VBD'), 9)","(('it', 'PRP'), 7)","(('they', 'PRP'), 5)","(('them', 'PRP'), 5)","(('out', 'RP'), 4)","(('have', 'VBP'), 4)","(('did', 'VBD'), 4)","(('junk', 'NN'), 4)","(('myself', 'PRP'), 3)","(('junkie', 'NN'), 3)","(('alternatives', 'NNS'), 3)","(('friends', 'NNS'), 3)","(('that', 'WDT'), 3)","(('everything', 'NN'), 3)","(('much', 'JJ'), 3)","(('so', 'RB'), 3)","(('were', 'VBD'), 3)"
Inner Wealth Welcomer,"(('I', 'PRP'), 27)","(('my', 'PRP$'), 26)","(('me', 'PRP'), 10)","(('recovery', 'NN'), 6)","(('have', 'VBP'), 6)","(('things', 'NNS'), 5)","(('inner', 'JJ'), 5)","(('that', 'WDT'), 5)","(('can', 'MD'), 5)","(('peace', 'NN'), 4)","(('self', 'NN'), 4)","(('not', 'RB'), 4)","(('is', 'VBZ'), 4)","(('vulnerable', 'JJ'), 3)","(('disease', 'NN'), 3)","(('never', 'RB'), 3)","(('was', 'VBD'), 3)","(('am', 'VBP'), 3)","(('locating', 'VBG'), 2)","(('when', 'WRB'), 2)"
Inner Winner,"(('I', 'PRP'), 84)","(('my', 'PRP$'), 26)","(('was', 'VBD'), 18)","(('have', 'VBP'), 12)","(('me', 'PRP'), 12)","(('is', 'VBZ'), 11)","(('it', 'PRP'), 10)","(('when', 'WRB'), 9)","(('were', 'VBD'), 9)","((""n't"", 'RB'), 8)","(('would', 'MD'), 8)","(('be', 'VB'), 7)","(('myself', 'PRP'), 7)","(('can', 'MD'), 7)","(('little', 'JJ'), 6)","(('get', 'VB'), 6)","(('that', 'WDT'), 6)","(('addiction', 'NN'), 6)","((""'d"", 'MD'), 6)","(('they', 'PRP'), 6)"
Insanity SOS＊r,"(('I', 'PRP'), 59)","(('my', 'PRP$'), 13)","(('it', 'PRP'), 13)","((""'d"", 'MD'), 10)","(('me', 'PRP'), 8)","(('would', 'MD'), 7)","(('was', 'VBD'), 7)","(('focus', 'VB'), 6)","(('that', 'WDT'), 6)","(('things', 'NNS'), 5)","(('have', 'VBP'), 5)","(('only', 'RB'), 5)","(('benefits', 'NNS'), 5)","(('get', 'VB'), 4)","(('when', 'WRB'), 4)","(('be', 'VB'), 4)","(('could', 'MD'), 4)","(('always', 'RB'), 4)","(('stop', 'VB'), 4)","(('每', 'VBP'), 4)"
Insight Inseminator,"(('I', 'PRP'), 25)","(('me', 'PRP'), 17)","(('God', 'NNP'), 9)","(('my', 'PRP$'), 9)","(('it', 'PRP'), 7)","(('was', 'VBD'), 6)","(('is', 'VBZ'), 5)","(('life', 'NN'), 4)","(('do', 'VB'), 4)","(('who', 'WP'), 3)","(('things', 'NNS'), 3)","(('change', 'VB'), 3)","(('accept', 'VB'), 3)","(('drugs', 'NNS'), 3)","(('her', 'PRP$'), 3)","(('gutter', 'NN'), 3)","(('had', 'VBD'), 2)","(('does', 'VBZ'), 2)","(('sent', 'VBD'), 2)","(('they', 'PRP'), 2)"
Instinct Interrogator,"(('I', 'PRP'), 38)","(('my', 'PRP$'), 22)","(('it', 'PRP'), 14)","(('was', 'VBD'), 11)","(('me', 'PRP'), 7)","(('instinct', 'NN'), 6)","(('is', 'VBZ'), 5)","(('how', 'WRB'), 4)","(('life', 'NN'), 4)","(('second', 'JJ'), 4)","(('myself', 'PRP'), 4)","(('when', 'WRB'), 4)","(('My', 'PRP$'), 4)","(('can', 'MD'), 4)","(('new', 'JJ'), 4)","(('instinct', 'JJ'), 4)","(('nature', 'NN'), 4)","(('now', 'RB'), 3)","(('I＊m', 'NNP'), 3)","(('be', 'VB'), 3)"
Isolation SOS＊r,"(('I', 'PRP'), 7)","(('myself', 'PRP'), 4)","(('me', 'PRP'), 3)","(('didn＊t', 'VBP'), 2)","(('distance', 'VB'), 2)","(('was', 'VBD'), 2)","(('people', 'NNS'), 2)","(('drinking', 'VBG'), 1)","(('do', 'VB'), 1)","(('want', 'VBP'), 1)","(('well', 'RB'), 1)","(('what＊s', 'JJ'), 1)","(('healthy', 'JJ'), 1)","(('stay', 'VBP'), 1)","(('what', 'WP'), 1)","(('When', 'WRB'), 1)","(('anyone', 'NN'), 1)","(('isolated', 'VBD'), 1)","(('only', 'RB'), 1)","(('would', 'MD'), 1)"
Jealousy Jolter,"(('I', 'PRP'), 8)","(('my', 'PRP$'), 6)","(('jealousy', 'NN'), 3)","(('not', 'RB'), 3)","(('is', 'VBZ'), 3)","(('can', 'MD'), 3)","(('will', 'MD'), 2)","(('what', 'WP'), 2)","(('own', 'JJ'), 2)","(('more', 'JJR'), 2)","(('that', 'WDT'), 2)","(('more', 'RBR'), 2)","(('has', 'VBZ'), 2)","(('do', 'VBP'), 1)","(('going', 'VBG'), 1)","(('do', 'VB'), 1)","(('thoughts', 'NNS'), 1)","(('street', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('get', 'VB'), 1)"
Journey Jazzer,"(('I', 'PRP'), 50)","(('my', 'PRP$'), 28)","(('it', 'PRP'), 14)","(('was', 'VBD'), 8)","(('journey', 'NN'), 7)","(('be', 'VB'), 6)","(('recovery', 'NN'), 6)","(('am', 'VBP'), 6)","((""'d"", 'MD'), 6)","(('life', 'NN'), 5)","(('now', 'RB'), 5)","(('myself', 'PRP'), 5)","(('new', 'JJ'), 5)","(('positive', 'JJ'), 4)","(('how', 'WRB'), 4)","(('are', 'VBP'), 4)","(('get', 'VB'), 4)","(('is', 'VBZ'), 4)","(('when', 'WRB'), 3)","(('things', 'NNS'), 3)"
Joy Flooder,"(('I', 'PRP'), 9)","(('future', 'NN'), 3)","(('my', 'PRP$'), 3)","(('is', 'VBZ'), 2)","(('not', 'RB'), 2)","(('trust', 'VBP'), 2)","(('am', 'VBP'), 2)","(('visualize', 'VBP'), 1)","(('visualize', 'VB'), 1)","(('see', 'VB'), 1)","(('Today', 'NN'), 1)","(('using', 'VBG'), 1)","(('make', 'VBP'), 1)","(('decisions', 'NNS'), 1)","(('forward', 'RB'), 1)","(('create', 'VB'), 1)","(('myself', 'PRP'), 1)","(('next', 'JJ'), 1)","(('can', 'MD'), 1)","(('have', 'VBP'), 1)"
